state,park,recreation_visitors,recreation_visitor_days,non_recreation_visitors,recreation_visitor_hours,non_recreation_visitor_hours,concessioner_lodging_overnights,concessioner_camping_overnights,tent_overnights,recreation_vehicle_overnights,back_country_overnights,non_recreation_overnights,misc_overnights,year
Alaska,Noatak NPRES,"17,216","21,173","8,450","254,081","67,600",0,0,0,0,"5,650","5,750",0,2019
Alaska,Sitka NHP,"232,876","11,810",0,"141,731",0,0,0,0,0,0,0,0,2019
Alaska,Wrangell-St. Elias NP & PRES,"74,518","285,652",0,"3,427,825",0,0,0,0,0,0,0,0,2019
Alaska,Yukon-Charley Rivers NPRES,"1,114","3,981",0,"47,780",0,0,0,0,0,"1,898",670,0,2019
American Samoa,National Park of American Samoa,"60,006","10,000",0,"120,010",0,0,0,0,0,0,0,0,2019
Arizona,Canyon de Chelly NM,"460,757","261,511","702,768","3,138,142","1,405,534","15,887","14,437",0,0,810,0,0,2019
Arizona,Casa Grande Ruins NM,"68,379","7,761","2,160","93,138",216,0,0,0,0,0,0,0,2019
Arizona,Chiricahua NM,"60,655","27,925","3,600","335,110","1,200",0,0,"7,157","5,231",0,0,"1,199",2019
Arizona,Coronado NMEM,"130,328","12,949","2,508","155,389","1,248",0,0,0,0,0,0,0,2019
Arizona,Fort Bowie NHS,"7,577","1,262",0,"15,154",0,0,0,0,0,0,0,0,2019
Arizona,Glen Canyon NRA,"841,034","417,685","33,465","5,012,228","401,603","59,150","64,492","11,144","3,486",0,0,"490,850",2019
Arizona,Grand Canyon NP,"5,974,411","7,832,927","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201",2019
Arizona,Hubbell Trading Post NHS,"50,285","2,165","4,584","25,982","1,056",0,0,0,0,0,0,0,2019
Arizona,Lake Mead NRA,"1,874,761","1,259,981","50,516","15,119,774","303,098","3,096","19,083","45,656","58,107","96,741",0,"9,804",2019
Arizona,Montezuma Castle NM,"376,254","31,354",0,"376,254",0,0,0,0,0,0,0,0,2019
Arizona,Navajo NM,"49,983","13,035",0,"156,429",0,0,0,"2,378","2,250",287,0,127,2019
Arizona,Organ Pipe Cactus NM,"263,186","65,178","1,288,060","782,137","644,028",0,0,"6,920","24,974",277,0,65,2019
Arizona,Petrified Forest NP,"643,588","141,762",120,"1,701,149",120,0,0,0,0,"1,451",0,0,2019
Arizona,Pipe Spring NM,"27,482","3,435",404,"41,223",900,0,0,0,0,0,0,0,2019
Arizona,Saguaro NP,"1,020,226","89,691","2,694,738","1,076,297","673,686",0,0,0,0,"2,185",0,0,2019
Arizona,Sunset Crater Volcano NM,"108,379","11,289","12,000","135,472","3,996",0,0,0,0,0,0,0,2019
Arizona,Tonto NM,"28,853","4,243",0,"50,923",0,0,0,0,0,0,0,0,2019
Arizona,Tumacacori NHP,"39,704","5,008",0,"60,099",0,0,0,0,0,0,0,34,2019
Arizona,Tuzigoot NM,"98,538","8,211",0,"98,538",0,0,0,0,0,0,0,0,2019
Arizona,Walnut Canyon NM,"152,333","16,503",480,"198,036",240,0,0,0,0,0,0,0,2019
Arizona,Wupatki NM,"187,059","31,218","6,531","374,619","3,920",0,0,0,0,28,0,0,2019
Arkansas,Arkansas Post NMEM,"28,519","3,565",0,"42,783",0,0,0,0,0,0,0,0,2019
Arkansas,Buffalo NR,"1,326,282","545,634",0,"6,547,611",0,"2,821",0,"37,004","10,532","20,367",0,"13,324",2019
Arkansas,Fort Smith NHS,"125,500","7,180",0,"86,161",0,0,0,0,0,0,0,0,2019
Arkansas,Hot Springs NP,"1,467,153","112,748","2,231,219","1,352,979","446,244",0,0,"1,455","24,251",0,0,0,2019
Arkansas,Little Rock Central High School NHS,"168,918","14,076",0,"168,918",0,0,0,0,0,0,0,0,2019
Arkansas,Pea Ridge NMP,"102,753","17,125",0,"205,507",0,0,0,0,0,0,0,0,2019
Arkansas,President W.J. Clinton Birthplace Home NHS,"8,758",729,0,"8,758",0,0,0,0,0,0,0,0,2019
California,Cabrillo NM,"761,485","94,916","81,792","1,139,001","20,447",0,0,0,0,0,0,0,2019
California,Cesar E. Chavez NM,"16,490",687,0,"8,246",0,0,0,0,0,0,0,0,2019
California,Channel Islands NP,"409,630","450,953","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077",2019
California,Death Valley NP,"1,740,945","1,002,109","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454,2019
California,Devils Postpile NM,"147,864","43,126",0,"517,521",0,0,0,0,0,0,0,0,2019
California,Eugene O'Neill NHS,"2,944",527,74,"6,330",148,0,0,0,0,0,0,0,2019
California,Fort Point NHS,"1,421,349","65,119",0,"781,433",0,0,0,0,0,0,0,0,2019
California,Golden Gate NRA,"15,002,227","3,263,814",0,"39,165,776",0,"46,803",0,"3,393",0,730,0,"9,173",2019
California,John Muir NHS,"40,725","5,090",61,"61,087",15,0,0,0,0,0,0,0,2019
California,Joshua Tree NP,"2,988,547","1,457,487","10,442","17,489,850","10,442",0,0,"232,300","78,192","18,184",0,"60,997",2019
California,Kings Canyon NP,"632,110","1,752,207","29,261","21,026,493","117,044","57,092",0,"103,643","32,589","15,650",0,"2,411",2019
California,Lassen Volcanic NP,"517,039","457,550",0,"5,490,609",0,"5,487","2,154","56,856","29,916","6,685",0,"12,634",2019
California,Lava Beds NM,"109,630","34,103",771,"409,243",381,0,0,"7,638","3,574",27,0,22,2019
California,Manzanar NHS,"97,380","12,172",0,"146,069",0,0,0,0,0,0,0,0,2019
California,Mojave NPRES,"841,516","421,008",0,"5,052,100",0,0,0,110,120,0,0,20,2019
California,Muir Woods NM,"812,073","90,207",0,"1,082,495",0,0,0,0,0,0,0,0,2019
California,Pinnacles NP,"177,224","52,878",0,"634,536",0,0,0,0,0,0,0,0,2019
California,Point Reyes NS,"2,265,301","949,558","25,788","11,394,705","25,788","9,306",24,0,0,"37,151",0,0,2019
California,Port Chicago Naval Magazine NMEM,830,138,0,"1,660",0,0,0,0,0,0,0,0,2019
California,Redwood NP,"504,722","146,897",0,"1,762,772",0,0,0,"2,721",0,"3,276",0,"1,818",2019
California,Rosie The Riveter WWII Home Front NHP,"50,404","12,601",0,"151,212",0,0,0,0,0,0,0,0,2019
California,San Francisco Maritime NHP,"4,016,598","317,064",0,"3,804,779",0,0,0,0,0,0,0,231,2019
California,Santa Monica Mountains NRA,"707,566","99,295","111,348","1,191,540","56,214",0,0,0,0,144,0,0,2019
California,Sequoia NP,"1,246,053","3,338,080","15,987","40,056,963","63,948","69,616",0,"133,088","68,679","29,871",0,256,2019
California,Whiskeytown NRA,"687,159","191,038","6,084","2,292,466","11,384",0,"6,980",682,513,0,0,"2,530",2019
California,Yosemite NP,"4,422,861","5,459,047","163,602","65,508,566","4,139,502","682,273",0,"469,585","211,948","155,578",0,"30,411",2019
Colorado,Bent's Old Fort NHS,"21,674","3,160",0,"37,929",0,0,0,0,0,0,0,0,2019
Colorado,Black Canyon of the Gunnison NP,"432,818","182,875",0,"2,194,503",0,0,0,"17,796","12,273","1,861",0,0,2019
Colorado,Colorado NM,"397,032","114,769","368,232","1,377,234","184,116",0,0,"17,159","18,039",278,0,0,2019
Colorado,Curecanti NRA,"836,034","326,778",0,"3,921,345",0,0,0,"20,608","42,588",365,0,"2,858",2019
Colorado,Dinosaur NM,"221,235","113,178",540,"1,358,139",540,0,0,"6,279",947,"22,451",0,"1,832",2019
Colorado,Florissant Fossil Beds NM,"77,340","7,888",0,"94,666",0,0,0,0,0,0,0,0,2019
Colorado,Great Sand Dunes NP & PRES,"527,546","226,334",470,"2,716,008",470,0,0,"29,376","21,867","4,933",0,"7,889",2019
Colorado,Hovenweep NM,"15,577","4,530",132,"54,363",24,0,0,0,0,0,0,0,2019
Colorado,Mesa Verde NP,"556,203","330,791","10,081","3,969,497","10,081","21,489",0,"33,621","26,110",0,0,258,2019
Colorado,Rocky Mountain NP,"4,670,053","2,627,946","8,750","31,535,363","26,250",0,0,"112,791","64,809","41,213",0,877,2019
Colorado,Sand Creek Massacre NHS,"5,701",950,0,"11,402",0,0,0,0,0,0,0,0,2019
Connecticut,Weir Farm NHP,"38,700","6,028",0,"72,339",0,0,0,0,0,0,0,0,2019
District of Columbia,Belmont-Paul Women's Equality NM,"9,913",745,0,"8,944",0,0,0,0,0,0,0,0,2019
District of Columbia,Carter G. Woodson Home NHS,"2,381",101,0,"1,214",0,0,0,0,0,0,0,0,2019
District of Columbia,Chesapeake & Ohio Canal NHP,"1,228,029","208,314","2,856","2,499,772","2,856",0,0,0,0,0,0,0,2019
District of Columbia,Ford's Theatre NHS,"572,373","67,015","3,260","804,183","9,780",0,0,0,0,0,0,0,2019
District of Columbia,Franklin Delano Roosevelt MEM,"3,303,573","137,648",0,"1,651,787",0,0,0,0,0,0,0,0,2019
District of Columbia,Frederick Douglass NHS,"61,063","5,088",0,"61,063",0,0,0,0,0,0,0,0,2019
District of Columbia,Korean War Veterans MEM,"3,841,633","160,067",0,"1,920,815",0,0,0,0,0,0,0,0,2019
District of Columbia,Lincoln Memorial,"7,808,182","325,340",0,"3,904,090",0,0,0,0,0,0,0,0,2019
District of Columbia,"Martin Luther King, Jr. MEM","3,667,562","152,815",0,"1,833,782",0,0,0,0,0,0,0,0,2019
District of Columbia,Mary McLeod Bethune Council House NHS,"3,788",631,0,"7,576",0,0,0,0,0,0,0,0,2019
District of Columbia,National Capital Parks Central,"1,770,794","93,270",0,"1,119,241",0,0,0,0,0,0,0,0,2019
District of Columbia,National Capital Parks East,"1,089,578","153,504","6,025,188","1,842,059","2,396,695",0,0,0,0,0,0,0,2019
District of Columbia,Pennsylvania Avenue NHS,"125,035","3,438",0,"41,261",0,0,0,0,0,0,0,0,2019
District of Columbia,President's Park,"715,911","74,268",0,"891,226",0,0,0,0,0,0,0,0,2019
District of Columbia,Rock Creek Park,"2,416,232","216,938","12,386,843","2,603,257","6,193,419",0,0,0,0,0,0,0,2019
District of Columbia,Thomas Jefferson MEM,"3,096,895","129,037",0,"1,548,449",0,0,0,0,0,0,0,0,2019
District of Columbia,Vietnam Veterans MEM,"4,580,587","190,857",0,"2,290,293",0,0,0,0,0,0,0,0,2019
District of Columbia,Washington Monument,"108,410","9,034",0,"108,410",0,0,0,0,0,0,0,0,2019
District of Columbia,White House,"454,117","25,605",0,"307,266",0,0,0,0,0,0,0,0,2019
District of Columbia,World War II MEM,"4,831,327","201,305",0,"2,415,665",0,0,0,0,0,0,0,0,2019
Florida,Big Cypress NPRES,"1,007,471","282,807",0,"3,393,687",0,0,0,"2,982","11,400","4,026",0,0,2019
Florida,Biscayne NP,"708,522","183,764",0,"2,205,175",0,0,0,238,0,0,0,"3,079",2019
Florida,Canaveral NS,"1,884,122","395,875",0,"4,750,502",0,0,0,0,0,"2,453",0,0,2019
Florida,Castillo de San Marcos NM,"673,395","42,087",0,"505,047",0,0,0,0,0,0,0,0,2019
Florida,De Soto NMEM,"187,880","25,833",0,"310,003",0,0,0,0,0,0,0,0,2019
Florida,Dry Tortugas NP,"79,200","51,099","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855",2019
Florida,Everglades NP,"1,118,300","413,615","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923,2019
Florida,Fort Caroline NMEM,"187,658","15,638",0,"187,658",0,0,0,0,0,0,0,0,2019
Florida,Fort Matanzas NM,"593,788","50,116",0,"601,393",0,0,0,0,0,0,0,0,2019
Florida,Gulf Islands NS,"4,363,870","974,697","12,336","11,696,375","6,168",0,0,"31,779","119,072",0,0,"3,811",2019
Florida,Timucuan EHP,"1,205,065","251,140",0,"3,013,686",0,0,0,0,0,0,0,0,2019
Georgia,Andersonville NHS,"103,635","17,272",0,"207,271",0,0,0,0,0,0,0,0,2019
Georgia,Chattahoochee River NRA,"3,393,133","1,131,044",0,"13,572,529",0,0,0,0,0,0,0,0,2019
Georgia,Chickamauga & Chattanooga NMP,"488,579","78,178","2,182,308","938,140","327,345",0,0,0,0,0,0,"1,677",2019
Georgia,Cumberland Island NS,"53,904","76,765",0,"921,184",0,0,0,"21,185",0,"4,495",0,0,2019
Georgia,Fort Frederica NM,"212,330","17,857","1,800","214,291",444,0,0,0,0,0,0,0,2019
Georgia,Fort Pulaski NM,"374,290","77,976","19,476","935,721","4,872",0,0,0,0,0,0,0,2019
Georgia,Jimmy Carter NHP,"50,789","4,908",0,"58,905",0,0,0,0,0,0,0,0,2019
Georgia,Kennesaw Mountain NBP,"2,621,050","349,800","25,343,800","4,197,602","4,055,009",0,0,0,0,0,0,0,2019
Georgia,"Martin Luther King, Jr. NHP","761,650","96,381",0,"1,156,574",0,0,0,0,0,0,0,0,2019
Georgia,Ocmulgee Mounds NHP,"146,925","18,365",0,"220,387",0,0,0,0,0,0,0,0,2019
Guam,War in the Pacific NHP,"432,213","36,197","1,059","434,373",530,0,0,0,0,0,0,0,2019
Hawaii,Haleakala NP,"994,394","190,756","20,160","2,289,074","20,160",0,0,"9,071",0,"1,616",0,"1,825",2019
Hawaii,Hawaii Volcanoes NP,"1,368,376","707,658","1,849,253","8,491,902","610,253","23,558","4,509","1,091",41,"3,658",0,"58,392",2019
Hawaii,Kalaupapa NHP,"69,401","13,867",0,"166,408",0,0,0,0,0,0,0,0,2019
Hawaii,Kaloko Honokohau NHP,"232,921","43,882",0,"526,594",0,0,0,0,0,0,0,0,2019
Hawaii,Pearl Harbor NMEM,"1,716,535","429,133",0,"5,149,605",0,0,0,0,0,0,0,0,2019
Hawaii,Pu'uhonua o Honaunau NHP,"414,410","34,534",0,"414,410",0,0,0,0,0,0,0,0,2019
Hawaii,Pu'ukohola Heiau NHS,"133,573","5,565","136,310","66,788","22,709",0,0,0,0,0,0,0,2019
Idaho,City of Rocks NRES,"99,311","28,965",0,"347,584",0,0,0,0,0,0,0,0,2019
Idaho,Craters of the Moon NM & PRES,"272,224","64,552",0,"774,626",0,0,0,"6,001","9,679",50,0,49,2019
Idaho,Hagerman Fossil Beds NM,"23,768","2,971",0,"35,652",0,0,0,0,0,0,0,0,2019
Idaho,Minidoka NHS,"6,275",729,0,"8,753",0,0,0,0,0,0,0,0,2019
Idaho,Nez Perce NHP,"216,068","17,826","1,800","213,918",180,0,0,0,0,0,0,0,2019
Illinois,Lincoln Home NHS,"197,816","14,640",797,"175,683","2,323",0,0,0,0,0,0,0,2019
Indiana,George Rogers Clark NHP,"140,130","15,647",0,"187,774",0,0,0,0,0,0,0,0,2019
Indiana,Indiana Dunes NP,"2,134,285","476,773","4,054","5,721,279","2,024",0,0,"16,316","6,468",0,0,0,2019
Indiana,Lincoln Boyhood NMEM,"138,714","13,004","16,200","156,053","2,700",0,0,0,0,0,0,0,2019
Iowa,Effigy Mounds NM,"65,581","13,663","1,200","163,956",204,0,0,0,0,0,0,0,2019
Iowa,Herbert Hoover NHS,"125,688","10,474","18,000","125,688","1,200",0,0,0,0,0,0,0,2019
Kansas,Brown v. Board of Education NHP,"21,413","3,568",0,"42,826",0,0,0,0,0,0,0,0,2019
Kansas,Fort Larned NHS,"26,958","4,493",0,"53,916",0,0,0,0,0,0,0,0,2019
Kansas,Fort Scott NHS,"24,068","3,008",420,"36,102",138,0,0,0,0,0,0,0,2019
Kansas,Nicodemus NHS,"3,540",295,0,"3,540",0,0,0,0,0,0,0,0,2019
Kansas,Tallgrass Prairie NPRES,"33,750","5,625",0,"67,500",0,0,0,0,0,0,0,0,2019
Kentucky,Abraham Lincoln Birthplace NHP,"238,226","19,852",0,"238,226",0,0,0,0,0,0,0,0,2019
Kentucky,Big South Fork NRRA,"307,703","180,165",0,"2,161,991",0,"1,592",0,648,"9,244","3,451",0,0,2019
Kentucky,Cumberland Gap NHP,"655,277","114,763","7,259,658","1,377,166","5,164,085",0,0,"3,068","11,744",510,0,226,2019
Kentucky,Mammoth Cave NP,"551,590","365,087","109,392","4,381,054","54,695","28,260",0,"36,695","10,741","3,182",0,"4,697",2019
Louisiana,Cane River Creole NHP,"29,922","4,986",0,"59,843",0,0,0,0,0,0,0,0,2019
Louisiana,Jean Lafitte NHP & PRES,"590,329","104,174","192,000","1,250,092","91,320",0,0,0,0,0,0,0,2019
Louisiana,New Orleans Jazz NHP,"41,049","6,896",0,"82,753",0,0,0,0,0,0,0,0,2019
Maine,Acadia NP,"3,437,286","1,932,972","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674",2019
Maine,Saint Croix Island IHS,"11,613","1,209",0,"14,516",0,0,0,0,0,0,0,0,2019
Maryland,Antietam NB,"287,343","50,713",0,"608,565",0,0,0,0,0,0,0,422,2019
Maryland,Assateague Island NS,"773,695","549,332","1,188","6,591,988","1,188",0,0,"42,649","25,125",511,0,"3,732",2019
Maryland,Catoctin Mountain Park,"296,846","105,943","192,220","1,271,320","22,683",0,0,"3,845",580,631,0,"20,385",2019
Maryland,Chesapeake & Ohio Canal NHP,"3,888,758","659,662","9,024","7,915,946","9,024",0,0,"6,518",592,0,0,"2,771",2019
Maryland,Clara Barton NHS,"4,100",341,0,"4,100",0,0,0,0,0,0,0,0,2019
Maryland,Fort McHenry NM & HS,"419,545","52,443",720,"629,318",360,0,0,0,0,0,0,0,2019
Maryland,Fort Washington Park,"423,868","139,596",0,"1,675,155",0,0,0,0,0,0,0,0,2019
Maryland,Greenbelt Park,"128,702","43,287",0,"519,446",0,0,0,"5,938","5,928",0,0,393,2019
Maryland,Hampton NHS,"28,234","3,529",600,"42,351",600,0,0,0,0,0,0,0,2019
Maryland,Monocacy NB,"144,969","25,379",90,"304,549",250,0,0,0,0,0,0,0,2019
Maryland,National Capital Parks East,"121,063","17,056","26,199,300","204,673","18,759,077",0,0,0,0,0,0,0,2019
Maryland,Piscataway Park,"329,729","52,305",0,"627,666",0,0,0,0,0,0,0,0,2019
Maryland,Thomas Stone NHS,"8,020",334,0,"4,010",0,0,0,0,0,0,0,0,2019
Massachusetts,Adams NHP,"187,400","15,586",0,"187,043",0,0,0,0,0,0,0,0,2019
Massachusetts,Boston African American NHS,"419,585","69,930",0,"839,170",0,0,0,0,0,0,0,0,2019
Massachusetts,Boston NHP,"3,201,834","218,518","60,480","2,622,217","10,283",0,0,0,0,0,0,0,2019
Massachusetts,Cape Cod NS,"4,096,104","669,598","29,548","8,035,180","177,288","1,401",0,0,0,0,0,"8,398",2019
Massachusetts,Frederick Law Olmsted NHS,"7,791","1,298",613,"15,582","1,170",0,0,0,0,0,0,0,2019
Massachusetts,John F. Kennedy NHS,"24,838","1,035",0,"12,420",0,0,0,0,0,0,0,0,2019
Massachusetts,Longfellow House Washington's HQ NHS,"55,012","6,876",0,"82,517",0,0,0,0,0,0,0,0,2019
Massachusetts,Lowell NHP,"481,536","61,613",967,"739,359","1,450",0,0,0,0,0,0,0,2019
Massachusetts,Minute Man NHP,"1,017,326","127,165",0,"1,525,989",0,0,0,0,0,0,0,0,2019
Massachusetts,New Bedford Whaling NHP,"143,427","6,210",0,"74,522",0,0,0,0,0,0,0,0,2019
Massachusetts,Salem Maritime NHS,"339,238","16,131",0,"193,574",0,0,0,0,0,0,0,0,2019
Massachusetts,Saugus Iron Works NHS,"8,150","1,018","45,625","12,225","4,566",0,0,0,0,0,0,0,2019
Massachusetts,Springfield Armory NHS,"20,979","3,496",0,"41,958",0,0,0,0,0,0,0,0,2019
Michigan,Isle Royale NP,"26,410","111,304",291,"1,335,648","25,268","12,308",172,"4,902",0,"26,899","1,035","9,932",2019
Michigan,Keweenaw NHP,"20,535","3,094",916,"37,133",916,0,0,0,0,0,0,0,2019
Michigan,Pictured Rocks NL,"858,715","352,197","3,456","4,226,365","10,190",0,0,"16,851","6,212","28,179",0,0,2019
Michigan,River Raisin NBP,"226,354","37,725","6,538","452,709",654,0,0,0,0,0,0,0,2019
Michigan,Sleeping Bear Dunes NL,"1,570,001","725,550",0,"8,706,610",0,0,0,"59,238","61,677","19,287",0,0,2019
Minnesota,Grand Portage NM,"94,985","17,337",0,"208,048",0,0,0,0,0,57,0,0,2019
Minnesota,Mississippi NRRA,"374,682","53,153",0,"637,842",0,0,0,0,0,0,0,0,2019
Minnesota,Pipestone NM,"77,508","16,147",0,"193,769",0,0,0,0,0,0,0,0,2019
Minnesota,Saint Croix NSR,"319,133","240,409",0,"2,884,908",0,0,0,0,0,"34,079",0,0,2019
Minnesota,Voyageurs NP,"232,974","98,406",0,"1,180,880",0,"3,727",0,0,0,"45,262",0,"25,122",2019
Mississippi,Gulf Islands NS,"1,236,371","517,051","103,045","6,204,617","16,486",0,0,"3,361","26,321",0,0,41,2019
Mississippi,Natchez NHP,"182,123","34,321",0,"411,855",0,0,0,0,0,0,0,0,2019
Mississippi,Natchez Trace PKWY,"5,036,831","1,689,862","7,328,263","20,278,353","7,328,263",0,0,"3,417","5,598",0,0,0,2019
Mississippi,Vicksburg NMP,"576,456","106,740",0,"1,280,891",0,0,0,0,0,0,0,0,2019
Missouri,Gateway Arch NP,"2,055,309","685,102",0,"8,221,233",0,0,0,0,0,0,0,0,2019
Missouri,George Washington Carver NM,"49,553","5,368",0,"64,418",0,0,0,0,0,0,0,0,2019
Missouri,Harry S Truman NHS,"30,746","1,941",0,"23,299",0,0,0,0,0,0,0,0,2019
Missouri,Ozark NSR,"1,221,489","277,660",0,"3,331,925",0,198,0,"63,168","19,788","11,005",0,"22,897",2019
Missouri,Ulysses S. Grant NHS,"39,449","4,931",0,"59,173",0,0,0,0,0,0,0,0,2019
Missouri,Wilson's Creek NB,"232,838","38,806",0,"465,677",0,0,0,0,0,0,0,0,2019
Montana,Big Hole NB,"45,861","5,494",0,"65,928",0,0,0,0,0,0,0,0,2019
Montana,Bighorn Canyon NRA,"134,816","46,181","4,695","554,176","2,345",0,"3,161",0,0,0,0,0,2019
Montana,Glacier NP,"3,049,839","2,831,656","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926,2019
Montana,Grant-Kohrs Ranch NHS,"25,043","2,566",0,"30,803",0,0,0,0,0,0,0,0,2019
Montana,Little Bighorn Battlefield NM,"241,304","20,108","2,126","241,304","1,063",0,0,0,0,0,0,0,2019
Montana,Yellowstone NP,"2,050,346","2,061,817","21,841","24,741,804","101,921",0,0,0,0,"5,734",0,0,2019
Nebraska,Agate Fossil Beds NM,"16,657","3,142",0,"37,706",0,0,0,0,0,0,0,0,2019
Nebraska,Homestead NHP,"61,636","8,683","320,156","104,199","51,225",0,0,0,0,0,0,0,2019
Nebraska,Niobrara NSR,"60,812","38,764",0,"465,174",0,0,0,0,0,0,0,0,2019
Nebraska,Scotts Bluff NM,"166,007","26,284",0,"315,414",0,0,0,0,0,0,0,0,2019
Nevada,Great Basin NP,"131,802","106,895",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328,2019
Nevada,Lake Mead NRA,"5,624,288","3,779,943","221,470","45,359,318","1,328,819","32,303","115,512","75,330","95,875","122,771",0,"39,562",2019
New Hampshire,Saint-Gaudens NHP,"31,759","5,141",0,"61,693",0,0,0,0,0,0,0,0,2019
New Jersey,Delaware Water Gap NRA,"2,396,156","849,324","38,340","10,191,895","19,176",0,0,0,0,"12,524",0,"12,282",2019
New Jersey,Gateway NRA,"1,602,271","481,348","203,400","5,776,178","406,800",0,0,"8,143",0,0,0,443,2019
New Jersey,Morristown NHP,"271,330","65,974",0,"791,694",0,0,0,0,0,0,0,0,2019
New Jersey,Paterson Great Falls NHP,"276,985","46,041",0,"552,499",0,0,0,0,0,0,0,0,2019
New Jersey,Thomas Edison NHP,"42,224","4,458",0,"53,505",0,0,0,0,0,0,0,0,2019
New Mexico,Aztec Ruins NM,"63,777","7,972","2,663","95,666","2,663",0,0,0,0,0,0,0,2019
New Mexico,Bandelier NM,"200,741","77,362",840,"928,350",216,0,0,"4,813","6,224",585,0,"5,676",2019
New Mexico,Capulin Volcano NM,"81,617","9,467",380,"113,615",380,0,0,0,0,0,0,0,2019
New Mexico,Carlsbad Caverns NP,"440,691","140,658",0,"1,687,906",0,0,0,0,0,225,0,0,2019
New Mexico,Chaco Culture NHP,"47,342","50,079","10,560","600,949","10,560",0,0,"8,697","6,415",0,0,"1,081",2019
New Mexico,El Malpais NM,"158,924","52,974",720,"635,695",180,0,0,0,0,0,0,0,2019
New Mexico,El Morro NM,"68,867","18,247","14,283","218,969","4,711",0,0,"2,512","1,767",0,0,0,2019
New Mexico,Fort Union NM,"11,063","1,087",220,"13,055",22,0,0,0,0,0,0,0,2019
New Mexico,Gila Cliff Dwellings NM,"66,614","8,326",0,"99,922",0,0,0,0,0,0,0,0,2019
New Mexico,Manhattan Project NHP,"21,790","1,624",0,"19,497",0,0,0,0,0,0,0,0,2019
New Mexico,Pecos NHP,"43,834","4,665",0,"55,983",0,0,0,0,0,0,0,0,2019
New Mexico,Petroglyph NM,"293,957","48,993",0,"587,916",0,0,0,0,0,0,0,0,2019
New Mexico,Salinas Pueblo Missions NM,"31,672","5,235",0,"62,830",0,0,0,0,0,0,0,0,2019
New Mexico,White Sands NP,"608,785","126,825",0,"1,521,903",0,0,0,0,0,"4,243",0,0,2019
New York,African Burial Ground NM,"47,427","2,813",0,"33,765",0,0,0,0,0,0,0,0,2019
New York,Castle Clinton NM,"4,361,034","182,557",594,"2,190,694",116,0,0,0,0,0,0,0,2019
New York,Eleanor Roosevelt NHS,"47,630","5,954",0,"71,448",0,0,0,0,0,0,0,0,2019
New York,Federal Hall NMEM,"264,849","15,997","1,751","191,974","1,762",0,0,0,0,0,0,0,2019
New York,Fire Island NS,"391,311","127,358","184,626","1,528,304","553,878",0,"5,315",0,0,"3,198",0,"12,548",2019
New York,Fort Stanwix NM,"97,412","12,176",0,"146,118",0,0,0,0,0,0,0,0,2019
