state,park,recreation_visitors,recreation_visitor_days,non_recreation_visitors,recreation_visitor_hours,non_recreation_visitor_hours,concessioner_lodging_overnights,concessioner_camping_overnights,tent_overnights,recreation_vehicle_overnights,back_country_overnights,non_recreation_overnights,misc_overnights,year
Arizona,Tonto NM,"30,840","4,521",0,"54,259",0,0,0,0,0,0,0,0,2024
Arizona,Tumacacori NHP,"35,256","4,407",0,"52,885",0,0,0,0,0,0,0,0,2024
Arizona,Tuzigoot NM,"108,283","9,023",0,"108,283",0,0,0,0,0,0,0,0,2024
Arizona,Walnut Canyon NM,"187,205","20,280",480,"243,366",240,0,0,0,0,0,0,0,2024
Arizona,Wupatki NM,"220,205","73,401","6,513","880,819","3,909",0,0,0,0,0,0,0,2024
Arkansas,Arkansas Post NMEM,"26,203","3,275",0,"39,303",0,0,0,0,0,0,0,0,2024
Arkansas,Buffalo NR,"1,686,348","750,969",0,"9,011,629",0,"3,392",0,"64,871","36,059","18,422",0,"29,369",2024
Arkansas,Fort Smith NHS,"124,486","13,797",0,"165,567",0,0,0,0,0,0,0,0,2024
Arkansas,Hot Springs NP,"2,461,812","598,394","160,722","7,180,736","183,221",0,0,768,"43,157",0,0,0,2024
Arkansas,Little Rock Central High School NHS,"63,767","5,313",0,"63,767",0,0,0,0,0,0,0,0,2024
Arkansas,Pea Ridge NMP,"102,621","17,103",0,"205,244",0,0,0,0,0,0,0,0,2024
Arkansas,President W.J. Clinton Birthplace Home NHS,"6,215",517,0,"6,215",0,0,0,0,0,0,0,0,2024
California,Cabrillo NM,"845,912","105,420","81,792","1,265,044","20,447",0,0,0,0,0,0,0,2024
California,Cesar E. Chavez NM,"26,641","1,109",0,"13,317",0,0,0,0,0,0,0,0,2024
California,Channel Islands NP,"262,581","188,605","7,852","2,263,265","188,448",0,0,0,0,"53,974","7,852","45,077",2024
California,Death Valley NP,"1,440,421","867,844","57,328","10,414,131","85,990","27,282","2,638","82,598","87,760","8,856",0,476,2024
California,Devils Postpile NM,"94,215","27,479",0,"329,753",0,0,0,0,0,0,0,0,2024
California,Eugene O'Neill NHS,"17,653","1,223",0,"14,682",0,0,0,0,0,0,0,0,2024
California,Fort Point NHS,"1,189,908","56,808",0,"681,703",0,0,0,0,0,0,0,0,2024
California,Golden Gate NRA,"17,187,508","3,775,773",0,"45,309,286",0,"61,535",0,"4,760",0,"1,392",0,"8,907",2024
California,John Muir NHS,"45,753","5,719",109,"68,632",27,0,0,0,0,0,0,0,2024
California,Joshua Tree NP,"2,991,874","1,484,040","10,704","17,808,480","10,704",0,0,"194,464","111,471","16,604",0,"71,818",2024
California,Kings Canyon NP,"699,389","1,948,108","25,305","23,377,306","101,220","33,935",0,"59,081","25,850","10,361",0,"1,302",2024
California,Lassen Volcanic NP,"357,651","312,299",0,"3,747,597",0,0,0,"42,267","23,775","1,130",0,"9,099",2024
California,Lava Beds NM,"127,563","34,583",771,"415,002",381,0,0,"4,799","2,826",2,0,381,2024
California,Manzanar NHS,"93,854","11,731",0,"140,781",0,0,0,0,0,0,0,0,2024
California,Mojave NPRES,"424,864","217,048",0,"2,604,580",0,0,0,"1,355","1,230",0,0,"2,032",2024
California,Muir Woods NM,"792,494","88,032",0,"1,056,395",0,0,0,0,0,0,0,0,2024
California,Pinnacles NP,"354,076","186,658",0,"2,239,900",0,0,"43,913",0,0,0,0,0,2024
California,Point Reyes NS,"2,371,800","922,230","25,788","11,066,761","25,788","6,883",831,0,0,"57,235",0,0,2024
California,Port Chicago Naval Magazine NMEM,930,155,0,"1,860",0,0,0,0,0,0,0,0,2024
California,Redwood NP,"622,883","206,449","10,824","2,477,392","2,724",0,0,"5,964",0,"12,308",0,"1,520",2024
California,Rosie The Riveter WWII Home Front NHP,"34,913","8,728",0,"104,739",0,0,0,0,0,0,0,0,2024
California,San Francisco Maritime NHP,"2,535,134","199,141",0,"2,389,697",0,0,0,0,0,0,0,153,2024
California,Santa Monica Mountains NRA,"639,745","92,665","37,308","1,111,988","19,192",0,0,0,0,0,0,0,2024
California,Sequoia NP,"1,309,573","3,433,124","13,743","41,197,495","54,972","61,465",0,"82,036","62,752","23,439",0,3,2024
California,Tule Lake NM,"3,810",337,0,"4,049",0,0,0,0,0,0,0,0,2024
California,Whiskeytown NRA,"812,244","241,397","5,875","2,896,774","11,277",0,"10,524","7,634","2,342",12,0,"7,494",2024
California,Yosemite NP,"4,121,807","5,016,295","163,922","60,195,540","4,264,527","698,400",0,"356,089","211,216","131,571",0,"16,528",2024
Colorado,Amache NHS,"4,771",397,336,"4,771",978,0,0,0,0,0,0,0,2024
Colorado,Bent's Old Fort NHS,"16,102","2,348",0,"28,179",0,0,0,0,0,0,0,0,2024
Colorado,Black Canyon of the Gunnison NP,"335,862","154,134",0,"1,849,616",0,0,0,"16,795","12,577","1,273",0,0,2024
Colorado,Colorado NM,"488,038","122,037","366,138","1,464,444","183,068",0,0,"13,775","13,635",107,0,0,2024
Colorado,Curecanti NRA,"980,899","345,692",0,"4,148,311",0,0,0,"16,000","36,992",375,0,395,2024
Colorado,Dinosaur NM,"238,364","128,267",0,"1,539,211",0,0,0,"4,717","1,070","23,952",0,"2,893",2024
Colorado,Florissant Fossil Beds NM,"71,499","7,558",0,"90,700",0,0,0,0,0,0,0,0,2024
Colorado,Great Sand Dunes NP & PRES,"437,661","253,713",470,"3,044,557",470,0,0,"23,227","34,788","9,775",0,"10,967",2024
Colorado,Hovenweep NM,"13,848","4,771",132,"57,252",24,0,0,0,0,0,0,0,2024
Colorado,Mesa Verde NP,"480,065","266,984","11,246","3,203,809","11,246","17,518",0,"18,141","22,206",0,0,110,2024
Colorado,Rocky Mountain NP,"4,154,349","2,317,605","8,750","27,811,271","26,250",0,0,"104,513","32,753","33,454",0,"9,603",2024
Colorado,Sand Creek Massacre NHS,"6,401","1,024",0,"12,297",0,0,0,0,0,0,0,0,2024
Connecticut,Weir Farm NHP,"34,246","5,246",0,"62,952",0,0,0,0,0,0,0,0,2024
Delaware,First State NHP,"192,220","44,407",60,"532,891",480,0,0,0,0,0,0,0,2024
District of Columbia,Belmont-Paul Women's Equality NM,"7,704",642,0,"7,704",0,0,0,0,0,0,0,0,2024
District of Columbia,Carter G. Woodson Home NHS,30,1,0,15,0,0,0,0,0,0,0,0,2024
District of Columbia,Chesapeake & Ohio Canal NHP,"1,061,104","188,155","2,856","2,257,866","2,856",0,0,0,0,0,0,0,2024
District of Columbia,Dwight D. Eisenhower MEM,"731,476","30,478",0,"365,739",0,0,0,0,0,0,0,0,2024
District of Columbia,Ford's Theatre NHS,"457,132","54,213","4,125","650,564","12,375",0,0,0,0,0,0,0,2024
District of Columbia,Franklin Delano Roosevelt MEM,"3,225,923","134,413",0,"1,612,960",0,0,0,0,0,0,0,0,2024
District of Columbia,Frederick Douglass NHS,"25,836","2,153",0,"25,836",0,0,0,0,0,0,0,0,2024
District of Columbia,Korean War Veterans MEM,"4,344,305","181,012",0,"2,172,151",0,0,0,0,0,0,0,0,2024
District of Columbia,Lincoln Memorial,"8,479,349","353,306",0,"4,239,675",0,0,0,0,0,0,0,0,2024
District of Columbia,"Martin Luther King, Jr. MEM","3,251,594","135,483",0,"1,625,798",0,0,0,0,0,0,0,0,2024
District of Columbia,Mary McLeod Bethune Council House NHS,"3,338",556,0,"6,676",0,0,0,0,0,0,0,0,2024
District of Columbia,National Capital Parks Central,"1,034,341","71,139",0,"853,677",0,0,0,0,0,0,0,0,2024
District of Columbia,National Capital Parks East,"1,144,014","162,577","6,752,229","1,950,932","2,578,453",0,0,0,0,0,0,0,2024
District of Columbia,Pennsylvania Avenue NHS,"141,840","3,900",0,"46,807",0,0,0,0,0,0,0,0,2024
District of Columbia,President's Park,"915,636","109,335",0,"1,312,030",0,0,0,0,0,0,0,0,2024
District of Columbia,Rock Creek Park,"1,917,170","180,660","12,421,269","2,167,925","6,210,631",0,0,0,0,0,0,0,2024
District of Columbia,Thomas Jefferson MEM,"2,915,319","121,471",0,"1,457,660",0,0,0,0,0,0,0,0,2024
District of Columbia,Vietnam Veterans MEM,"5,295,711","220,654",0,"2,647,856",0,0,0,0,0,0,0,0,2024
District of Columbia,Washington Monument,"247,208","20,600",0,"247,208",0,0,0,0,0,0,0,0,2024
District of Columbia,White House,"517,030","28,116",0,"337,402",0,0,0,0,0,0,0,0,2024
District of Columbia,World War I MEM,"1,084,897","45,204",0,"542,448",0,0,0,0,0,0,0,0,2024
District of Columbia,World War II MEM,"5,160,769","215,031",0,"2,580,383",0,0,0,0,0,0,0,0,2024
Florida,Big Cypress NPRES,"2,216,708","388,900",0,"4,666,808",0,0,0,"1,499","25,018","2,256",0,231,2024
Florida,Biscayne NP,"512,213","131,669",0,"1,580,031",0,0,0,393,0,0,0,"1,415",2024
Florida,Canaveral NS,"1,884,091","398,061",0,"4,776,737",0,0,0,0,0,"4,118",0,0,2024
Florida,Castillo de San Marcos NM,"579,825","36,239",0,"434,870",0,0,0,0,0,0,0,0,2024
Florida,De Soto NMEM,"155,016","21,314",0,"255,777",0,0,0,0,0,0,0,0,2024
Florida,Dry Tortugas NP,"84,873","51,658","1,710","619,897","20,520",0,0,"5,536",0,0,"1,710","6,993",2024
Florida,Everglades NP,"741,983","335,918","6,000","4,031,017","27,000",0,"29,377",0,0,"16,367",0,954,2024
Florida,Fort Caroline NMEM,"260,350","21,695",0,"260,350",0,0,0,0,0,0,0,0,2024
Florida,Fort Matanzas NM,"680,040","57,495",0,"689,947",0,0,0,0,0,0,0,0,2024
Florida,Gulf Islands NS,"5,391,021","1,213,876","12,336","14,566,518","6,168",0,0,"49,023","125,090",0,0,"6,001",2024
Florida,Timucuan EHP,"997,136","192,766",0,"2,313,203",0,0,0,0,0,0,0,0,2024
Georgia,Andersonville NHS,"72,925","12,154",0,"145,852",0,0,0,0,0,0,0,0,2024
Georgia,Chattahoochee River NRA,"2,940,804","980,267",0,"11,763,215",0,0,0,0,0,0,0,0,2024
Georgia,Chickamauga & Chattanooga NMP,"501,540","78,733","2,227,106","944,800","334,066",0,0,0,0,0,0,"2,453",2024
Georgia,Cumberland Island NS,"64,706","63,892",0,"766,707",0,0,0,"16,559",0,"2,520",0,0,2024
Georgia,Fort Frederica NM,"243,027","20,439","1,800","245,274",444,0,0,0,0,0,0,0,2024
Georgia,Fort Pulaski NM,"356,993","59,521","53,563","714,256","13,390",0,0,0,0,0,0,15,2024
Georgia,Jimmy Carter NHP,"33,031","3,334",0,"40,018",0,0,0,0,0,0,0,0,2024
Georgia,Kennesaw Mountain NBP,"1,495,856","211,836","34,925,537","2,542,038","5,588,084",0,0,0,0,0,0,0,2024
Georgia,"Martin Luther King, Jr. NHP","1,159,438","159,763",0,"1,917,163",0,0,0,0,0,0,0,0,2024
Georgia,Ocmulgee Mounds NHP,"141,905","17,738",0,"212,858",0,0,0,0,0,0,0,0,2024
Guam,War in the Pacific NHP,"373,974","31,347",794,"376,174",396,0,0,0,0,0,0,0,2024
Hawaii,Haleakala NP,"732,477","183,241","20,160","2,198,894","20,160",0,0,"20,297",0,"4,874",0,"5,410",2024
Hawaii,Hawaii Volcanoes NP,"1,433,593","764,915","1,881,779","9,178,984","620,988","31,137","5,413","1,050",57,"5,558",0,"59,547",2024
Hawaii,Kalaupapa NHP,"30,774","5,952",0,"71,425",0,0,0,0,0,0,0,0,2024
Hawaii,Kaloko Honokohau NHP,"351,422","63,279",0,"759,353",0,0,0,0,0,0,0,0,2024
Hawaii,Pearl Harbor NMEM,"1,588,798","397,199",0,"4,766,394",0,0,0,0,0,0,0,0,2024
Hawaii,Pu'uhonua o Honaunau NHP,"454,268","37,855",0,"454,268",0,0,0,0,0,0,0,0,2024
Hawaii,Pu'ukohola Heiau NHS,"27,507","1,146","234,670","13,754","39,097",0,0,0,0,0,0,0,2024
Idaho,City of Rocks NRES,"89,949","26,337",0,"316,045",0,0,0,0,0,53,0,0,2024
Idaho,Craters of the Moon NM & PRES,"314,118","74,144",0,"889,737",0,0,0,"4,057","13,652",155,0,0,2024
Idaho,Hagerman Fossil Beds NM,"39,104","4,888",0,"58,658",0,0,0,0,0,0,0,0,2024
Idaho,Minidoka NHS,"9,530","1,038",0,"12,467",0,0,0,0,0,0,0,0,2024
Idaho,Nez Perce NHP,"342,924","23,110","1,800","277,331",180,0,0,0,0,0,0,0,2024
Illinois,Emmett Till and Mamie Till-Mobley NM,"1,754",36,0,438,0,0,0,0,0,0,0,0,2024
Illinois,Lincoln Home NHS,"154,522","11,577",127,"138,933",502,0,0,0,0,0,0,0,2024
Illinois,Pullman NHP,"31,961","1,331",0,"15,979",0,0,0,0,0,0,0,0,2024
Indiana,George Rogers Clark NHP,"166,621","18,605",0,"223,271",0,0,0,0,0,0,0,0,2024
Indiana,Indiana Dunes NP,"2,705,209","615,094","3,943","7,381,135","1,968",0,0,"23,247","13,060",0,0,0,2024
Indiana,Lincoln Boyhood NMEM,"129,904","12,178","16,200","146,141","2,700",0,0,0,0,0,0,0,2024
Iowa,Effigy Mounds NM,"61,975","12,911","1,200","154,941",204,0,0,0,0,0,0,0,2024
Iowa,Herbert Hoover NHS,"148,031","12,335","1,350","148,031",225,0,0,0,0,0,0,0,2024
Kansas,Brown v. Board of Education NHP,"21,919","3,653",0,"43,838",0,0,0,0,0,0,0,0,2024
Kansas,Fort Larned NHS,"26,219","4,369",0,"52,438",0,0,0,0,0,0,0,0,2024
Kansas,Fort Scott NHS,"24,654","3,081",426,"36,981",141,0,0,0,0,0,0,0,2024
Kansas,Nicodemus NHS,"7,535",549,0,"6,594",0,0,0,0,0,0,0,0,2024
Kansas,Tallgrass Prairie NPRES,"29,955","4,992",0,"59,910",0,0,0,0,0,0,0,0,2024
Kentucky,Abraham Lincoln Birthplace NHP,"249,166","20,763",0,"249,166",0,0,0,0,0,0,0,0,2024
Kentucky,Big South Fork NRRA,"319,636","189,136",0,"2,269,634",0,0,0,"3,663","7,393","3,694",0,0,2024
Kentucky,Camp Nelson NM,"34,716","2,169",0,"26,036",0,0,0,0,0,0,0,0,2024
Kentucky,Cumberland Gap NHP,"678,202","133,643","5,748,931","1,603,723","2,874,468",0,0,"6,313","18,366",530,0,"1,651",2024
Kentucky,Mammoth Cave NP,"747,042","485,605","110,001","5,827,267","55,002","16,879",0,"55,032","22,459","4,562",0,"8,074",2024
Kentucky,Mill Springs Battlefield NM,"8,579","1,484",0,"17,808",0,0,0,0,0,0,0,0,2024
Louisiana,Cane River Creole NHP,"12,592","2,098",0,"25,185",0,0,0,0,0,0,0,0,2024
Louisiana,Jean Lafitte NHP & PRES,"212,591","21,937","192,000","263,250","90,960",0,0,0,0,0,0,0,2024
Louisiana,New Orleans Jazz NHP,"44,943","6,447",0,"77,365",0,0,0,0,0,0,0,0,2024
Maine,Acadia NP,"3,961,661","2,245,729","47,100","26,948,748","47,100",0,"1,667","142,739","52,950","1,175",0,"10,208",2024
Maine,Katahdin Woods and Waters NM,"35,173","12,172","6,465","146,072","3,233",0,0,656,0,298,0,0,2024
Maine,Saint Croix Island IHS,"13,508","1,407",0,"16,886",0,0,0,0,0,0,0,0,2024
Maryland,Antietam NB,"197,340","33,280",0,"399,365",0,0,0,0,0,0,0,278,2024
Maryland,Assateague Island NS,"1,036,793","810,567","1,800","9,726,805","1,800",0,0,"39,801","30,910","1,133",0,"8,313",2024
Maryland,Catoctin Mountain Park,"380,681","135,549","248,950","1,626,596","26,260",0,0,"9,209",465,687,0,"22,270",2024
Maryland,Chesapeake & Ohio Canal NHP,"3,360,170","595,825","9,024","7,149,904","9,024",0,0,"15,605","1,273",0,0,"14,523",2024
Maryland,Clara Barton NHS,"13,334","1,111",0,"13,334",0,0,0,0,0,0,0,0,2024
Maryland,Fort McHenry NM & HS,"394,175","49,272",720,"591,264",360,0,0,0,0,0,0,0,2024
Maryland,Fort Washington Park,"491,013","159,439",0,"1,913,272",0,0,0,0,0,0,0,0,2024
Maryland,Greenbelt Park,"77,642","87,158",0,"1,045,903",0,0,0,"22,950","11,463",0,0,"6,464",2024
Maryland,Hampton NHS,"12,260","1,532",600,"18,390",600,0,0,0,0,0,0,0,2024
Maryland,Harriet Tubman Underground Railroad NHP,"17,946",770,0,"9,249",0,0,0,0,0,0,0,0,2024
Maryland,Monocacy NB,"116,520","20,422",90,"245,074",250,0,0,0,0,0,0,0,2024
Maryland,National Capital Parks East,"127,112","18,064","26,199,300","216,770","18,759,077",0,0,0,0,0,0,0,2024
Maryland,Piscataway Park,"334,260","51,203",0,"614,438",0,0,0,0,0,0,0,0,2024
Maryland,Thomas Stone NHS,"4,538",189,0,"2,269",0,0,0,0,0,0,0,0,2024
Massachusetts,Adams NHP,"45,656","3,733",446,"44,806",224,0,0,0,0,0,0,0,2024
Massachusetts,Boston African American NHS,"393,386","65,564",0,"786,772",0,0,0,0,0,0,0,0,2024
Massachusetts,Boston Harbor Islands NRA,"28,157",586,0,"7,039",0,0,0,0,0,0,0,0,2024
Massachusetts,Boston NHP,"2,744,458","183,454","51,660","2,201,456","8,784",0,0,0,0,0,0,0,2024
Massachusetts,Cape Cod NS,"3,823,242","601,784","29,548","7,221,409","177,288",0,0,0,0,0,0,"7,221",2024
Massachusetts,Frederick Law Olmsted NHS,"13,218","2,203",0,"26,436",0,0,0,0,0,0,0,0,2024
Massachusetts,John F. Kennedy NHS,"18,180",757,0,"9,089",0,0,0,0,0,0,0,0,2024
Massachusetts,Longfellow House Washington's HQ NHS,"51,496","6,437",0,"77,247",0,0,0,0,0,0,0,0,2024
Massachusetts,Lowell NHP,"264,456","34,620",149,"415,442",224,0,0,0,0,0,0,0,2024
Massachusetts,Minute Man NHP,"879,316","109,914",0,"1,318,972",0,0,0,0,0,0,0,0,2024
Massachusetts,New Bedford Whaling NHP,"18,330",202,0,"2,433",0,0,0,0,0,0,0,0,2024
Massachusetts,Salem Maritime NHS,"488,831","22,704",0,"272,448",0,0,0,0,0,0,0,0,2024
Massachusetts,Saugus Iron Works NHS,"51,921","6,489","23,633","77,879","2,365",0,0,0,0,0,0,0,2024
Massachusetts,Springfield Armory NHS,"15,925","2,653",0,"31,845",0,0,0,0,0,0,0,0,2024
Michigan,Isle Royale NP,"28,806","129,341",68,"1,552,101","34,512","11,468",193,"6,436",0,"29,259","1,437","18,144",2024
Michigan,Keweenaw NHP,"31,191","3,839",472,"46,071",472,0,0,0,0,0,0,0,2024
Michigan,Pictured Rocks NL,"953,052","599,774","1,850","7,197,299",554,0,0,"19,087","10,634","27,020",0,0,2024
Michigan,River Raisin NBP,"240,556","40,092",0,"481,112",0,0,0,0,0,0,0,0,2024
Michigan,Sleeping Bear Dunes NL,"1,670,025","757,065",0,"9,084,790",0,0,0,"57,456","68,065","15,685",0,374,2024
Minnesota,Grand Portage NM,"88,931","15,787",0,"189,451",0,0,0,0,0,62,0,0,2024
Minnesota,Mississippi NRRA,"256,133","34,643",0,"415,719",0,0,0,0,0,0,0,0,2024
Minnesota,Pipestone NM,"83,033","17,298",0,"207,581",0,0,0,0,0,0,0,0,2024
Minnesota,Saint Croix NSR,"450,413","341,675",0,"4,100,110",0,0,0,0,0,"48,331",0,0,2024
Minnesota,Voyageurs NP,"199,030","91,425",0,"1,097,107",0,"4,216",0,0,0,"58,389",0,"14,246",2024
Mississippi,Emmett Till and Mamie Till-Mobley NM,"1,759",240,"4,560","2,884","7,080",0,0,0,0,0,0,0,2024
Mississippi,Gulf Islands NS,"2,410,155","837,977","205,070","10,055,729","32,812",0,0,"2,935","34,412",0,0,0,2024
Mississippi,Medgar and Myrlie Evers Home NM,"71,554","3,093",0,"37,127",0,0,0,0,0,0,0,0,2024
Mississippi,Natchez NHP,"21,520","5,860",0,"70,321",0,0,0,0,0,0,0,0,2024
Mississippi,Natchez Trace PKWY,"5,891,867","1,980,858","7,516,486","23,770,299","7,516,486",0,0,"3,411","5,700",0,0,4,2024
Mississippi,Vicksburg NMP,"403,332","74,747",0,"896,970",0,0,0,0,0,0,0,0,2024
Missouri,Gateway Arch NP,"2,563,052","469,892",0,"5,638,714",0,0,0,0,0,0,0,0,2024
Missouri,George Washington Carver NM,"39,081","4,233",0,"50,807",0,0,0,0,0,0,0,0,2024
Missouri,Harry S Truman NHS,"24,102","1,358",0,"16,303",0,0,0,0,0,0,0,0,2024
Missouri,Ozark NSR,"1,343,779","301,088",0,"3,613,064",0,0,0,"49,488","30,900","13,736",0,"24,560",2024
Missouri,Ste. Genevieve NHP,"23,893",832,180,"9,984","1,260",0,0,0,0,0,0,0,2024
Missouri,Ulysses S. Grant NHS,"44,732","5,591",0,"67,096",0,0,0,0,0,0,0,0,2024
Missouri,Wilson's Creek NB,"357,805","59,634",0,"715,612",0,0,0,0,0,0,0,0,2024
Montana,Big Hole NB,"45,211","5,243",0,"62,924",0,0,0,0,0,0,0,0,2024
Montana,Bighorn Canyon NRA,"118,701","41,452","4,695","497,424","2,345",0,0,0,0,260,0,"1,874",2024
Montana,Glacier NP,"3,208,755","2,920,641","3,058","35,047,693","26,772","118,588",0,"126,200","129,858","34,828",0,"11,309",2024
Montana,Grant-Kohrs Ranch NHS,"27,479","2,816",0,"33,800",0,0,0,0,0,0,0,0,2024
Montana,Little Bighorn Battlefield NM,"111,825","9,318",976,"111,826",490,0,0,0,0,0,0,0,2024
Montana,Yellowstone NP,"2,419,622","2,430,803","22,820","29,169,641","91,288",0,0,0,0,"5,590",0,0,2024
Nebraska,Agate Fossil Beds NM,"19,395","4,158",0,"49,907",0,0,0,0,0,0,0,0,2024
Nebraska,Homestead NHP,"52,330","7,131","309,319","85,573","49,492",0,0,0,0,0,0,0,2024
Nebraska,Niobrara NSR,"74,387","47,777",0,"573,333",0,0,0,0,0,0,0,0,2024
Nebraska,Scotts Bluff NM,"183,915","29,119",0,"349,436",0,0,0,0,0,0,0,0,2024
Nevada,Death Valley NP,64,29,0,355,0,0,0,0,0,0,0,0,2024
Nevada,Great Basin NP,"152,068","118,456","3,500","1,421,472","1,750",0,0,"21,685","20,408",460,0,800,2024
Nevada,Lake Mead NRA,"4,809,640","2,912,947","162,912","34,955,368","977,462","3,000","104,795","44,649","56,826","15,873",0,"40,763",2024
Nevada,Tule Springs Fossil Beds NM,"60,431","7,553",0,"90,646",0,0,0,0,0,0,0,0,2024
New Hampshire,Saint-Gaudens NHP,"26,685","4,170",0,"50,046",0,0,0,0,0,0,0,0,2024
New Jersey,Delaware Water Gap NRA,"2,896,630","1,030,706","38,340","12,368,472","19,176",0,0,0,0,"10,690",0,"9,122",2024
New Jersey,Gateway NRA,"1,863,221","525,644","204,480","6,307,728","408,960",0,0,"2,891",0,0,0,173,2024
New Jersey,Morristown NHP,"208,138","50,424",0,"605,094",0,0,0,0,0,0,0,0,2024
New Jersey,Paterson Great Falls NHP,"210,741","30,369",0,"364,439",0,0,0,0,0,0,0,0,2024
New Jersey,Thomas Edison NHP,"34,031","3,259","7,937","39,116","1,191",0,0,0,0,0,0,0,2024
New Mexico,Aztec Ruins NM,"40,019","5,002",159,"60,029",159,0,0,0,0,0,0,0,2024
New Mexico,Bandelier NM,"213,595","97,119",840,"1,165,431",216,0,0,"7,971","10,947",463,0,"6,920",2024
