state,park,recreation_visitors,recreation_visitor_days,non_recreation_visitors,recreation_visitor_hours,non_recreation_visitor_hours,concessioner_lodging_overnights,concessioner_camping_overnights,tent_overnights,recreation_vehicle_overnights,back_country_overnights,non_recreation_overnights,misc_overnights,year
Arkansas,Buffalo NR,"1,549,467","681,996",0,"8,183,956",0,"3,501",0,"49,384","34,021","21,107",0,"22,132",2023
Arkansas,Fort Smith NHS,"135,128","14,976",0,"179,720",0,0,0,0,0,0,0,0,2023
Arkansas,Hot Springs NP,"2,502,967","570,782","150,504","6,849,394","171,574",0,0,28,"22,062",0,0,0,2023
Arkansas,Little Rock Central High School NHS,"58,571","4,880",0,"58,571",0,0,0,0,0,0,0,0,2023
Arkansas,Pea Ridge NMP,"171,562","28,593",0,"343,126",0,0,0,0,0,0,0,0,2023
Arkansas,President W.J. Clinton Birthplace Home NHS,"5,024",418,0,"5,024",0,0,0,0,0,0,0,0,2023
California,Cabrillo NM,"810,147","100,968","81,792","1,211,621","20,447",0,0,0,0,0,0,0,2023
California,Cesar E. Chavez NM,"12,007",500,0,"6,004",0,0,0,0,0,0,0,0,2023
California,Channel Islands NP,"328,746","354,534","12,197","4,254,417","292,735",0,0,0,0,"23,881","8,591","45,077",2023
California,Death Valley NP,"1,099,589","681,835","44,158","8,182,020","66,236","17,094","2,655","71,963","79,442","6,302",0,452,2023
California,Devils Postpile NM,"86,132","25,121",0,"301,460",0,0,0,0,0,0,0,0,2023
California,Eugene O'Neill NHS,"15,537","1,139",5,"13,671",10,0,0,0,0,0,0,0,2023
California,Fort Point NHS,"903,685","42,899",0,"514,792",0,0,0,0,0,0,0,0,2023
California,Golden Gate NRA,"14,953,882","3,253,566",0,"39,042,794",0,"56,961",0,"4,797",0,"1,549",0,"7,721",2023
California,John Muir NHS,"50,872","6,359",22,"76,308",6,0,0,0,0,0,0,0,2023
California,Joshua Tree NP,"3,270,404","1,596,337","12,171","19,156,045","12,171",0,0,"200,056","101,514","17,396",0,"77,092",2023
California,Kings Canyon NP,"643,065","1,819,059","24,225","21,828,716","96,900","17,439",0,"49,300","18,088","4,707",0,910,2023
California,Lassen Volcanic NP,"418,978","342,632",0,"4,111,590",0,0,0,"43,752","21,273","1,168",0,"9,889",2023
California,Lava Beds NM,"136,164","38,612",771,"463,349",381,0,0,"6,181","3,233",18,0,812,2023
California,Manzanar NHS,"105,416","13,177",0,"158,126",0,0,0,0,0,0,0,0,2023
California,Mojave NPRES,"1,178,998","592,309",0,"7,107,718",0,0,0,528,"1,031",0,0,"1,252",2023
California,Muir Woods NM,"809,697","89,943",0,"1,079,327",0,0,0,0,0,0,0,0,2023
California,Pinnacles NP,"341,220","160,444",0,"1,925,335",0,0,"32,221",0,0,0,0,0,2023
California,Point Reyes NS,"2,268,058","880,316","25,788","10,563,801","25,788","5,327","1,399",0,0,"57,984",0,0,2023
California,Port Chicago Naval Magazine NMEM,764,127,0,"1,528",0,0,0,0,0,0,0,0,2023
California,Redwood NP,"409,105","147,829","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817",2023
California,Rosie The Riveter WWII Home Front NHP,"39,883","9,970",0,"119,649",0,0,0,0,0,0,0,0,2023
California,San Francisco Maritime NHP,"1,769,467","140,326",0,"1,683,918",0,0,0,0,0,0,0,292,2023
California,Santa Monica Mountains NRA,"759,352","129,365","49,659","1,552,388","25,369",0,0,0,0,0,0,0,2023
California,Sequoia NP,"980,567","2,684,837","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0,2023
California,Tule Lake NM,"2,731",205,0,"2,464",0,0,0,0,0,0,0,0,2023
California,Whiskeytown NRA,"920,311","279,576","5,982","3,354,913","11,331",0,"9,776","6,792","1,915",0,0,"7,357",2023
California,Yosemite NP,"3,897,070","4,338,091","160,167","52,057,099","4,245,429","565,644",0,"275,278","196,092","103,997",0,"22,266",2023
Colorado,Bent's Old Fort NHS,"19,718","2,875",0,"34,506",0,0,0,0,0,0,0,0,2023
Colorado,Black Canyon of the Gunnison NP,"357,069","159,838",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0,2023
Colorado,Colorado NM,"486,179","132,260","354,101","1,587,122","177,050",0,0,"20,758","15,606",82,0,0,2023
Colorado,Curecanti NRA,"957,635","348,140",0,"4,177,685",0,0,0,"17,220","40,640",476,0,646,2023
Colorado,Dinosaur NM,"241,633","132,600",0,"1,591,207",0,0,0,"5,431","1,527","29,369",0,"2,591",2023
Colorado,Florissant Fossil Beds NM,"63,739","6,434",0,"77,214",0,0,0,0,0,0,0,0,2023
Colorado,Great Sand Dunes NP & PRES,"512,219","247,298",470,"2,967,583",470,0,0,"33,106","21,992","10,579",0,"10,721",2023
Colorado,Hovenweep NM,"15,503","4,062",132,"48,746",24,0,0,0,0,0,0,0,2023
Colorado,Mesa Verde NP,"505,194","293,717","11,860","3,524,612","11,860","18,460",0,"22,008","28,868",0,0,178,2023
Colorado,Rocky Mountain NP,"4,115,837","2,236,293","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377,2023
Colorado,Sand Creek Massacre NHS,"5,855",937,0,"11,252",0,0,0,0,0,0,0,0,2023
Connecticut,Weir Farm NHP,"36,313","5,506",0,"66,076",0,0,0,0,0,0,0,0,2023
Delaware,First State NHP,"126,414","24,860",60,"298,324",480,0,0,0,0,0,0,0,2023
District of Columbia,Belmont-Paul Women's Equality NM,"2,034",169,0,"2,034",0,0,0,0,0,0,0,0,2023
District of Columbia,Carter G. Woodson Home NHS,0,0,0,0,0,0,0,0,0,0,0,0,2023
District of Columbia,Chesapeake & Ohio Canal NHP,"1,072,943","190,761","2,856","2,289,138","2,856",0,0,0,0,0,0,0,2023
District of Columbia,Dwight D. Eisenhower MEM,"667,492","27,812",0,"333,746",0,0,0,0,0,0,0,0,2023
District of Columbia,Ford's Theatre NHS,"393,214","45,122","7,895","541,474","23,685",0,0,0,0,0,0,0,2023
District of Columbia,Franklin Delano Roosevelt MEM,"3,298,788","137,449",0,"1,649,394",0,0,0,0,0,0,0,0,2023
District of Columbia,Frederick Douglass NHS,"12,904","1,075",0,"12,904",0,0,0,0,0,0,0,0,2023
District of Columbia,Korean War Veterans MEM,"4,132,456","172,185",0,"2,066,226",0,0,0,0,0,0,0,0,2023
District of Columbia,Lincoln Memorial,"8,099,148","337,464",0,"4,049,572",0,0,0,0,0,0,0,0,2023
District of Columbia,"Martin Luther King, Jr. MEM","3,341,654","139,235",0,"1,670,826",0,0,0,0,0,0,0,0,2023
District of Columbia,Mary McLeod Bethune Council House NHS,"3,537",589,0,"7,074",0,0,0,0,0,0,0,0,2023
District of Columbia,National Capital Parks Central,"1,057,835","74,803",0,"897,641",0,0,0,0,0,0,0,0,2023
District of Columbia,National Capital Parks East,"1,127,622","159,845","6,306,060","1,918,148","2,466,912",0,0,0,0,0,0,0,2023
District of Columbia,Pennsylvania Avenue NHS,"138,108","3,798",0,"45,576",0,0,0,0,0,0,0,0,2023
District of Columbia,President's Park,"897,181","107,040",0,"1,284,491",0,0,0,0,0,0,0,0,2023
District of Columbia,Rock Creek Park,"1,817,868","148,950","12,419,553","1,787,410","6,209,774",0,0,0,0,0,0,0,2023
District of Columbia,Thomas Jefferson MEM,"2,984,919","124,371",0,"1,492,459",0,0,0,0,0,0,0,0,2023
District of Columbia,Vietnam Veterans MEM,"5,039,454","209,977",0,"2,519,727",0,0,0,0,0,0,0,0,2023
District of Columbia,Washington Monument,"248,750","20,729",0,"248,750",0,0,0,0,0,0,0,0,2023
District of Columbia,White House,"553,665","40,880",0,"490,563",0,0,0,0,0,0,0,0,2023
District of Columbia,World War I MEM,"1,092,228","45,509",0,"546,115",0,0,0,0,0,0,0,0,2023
District of Columbia,World War II MEM,"5,119,541","213,314",0,"2,559,771",0,0,0,0,0,0,0,0,2023
Florida,Big Cypress NPRES,"1,846,562","346,728",0,"4,160,741",0,0,0,"10,628","23,302","5,561",0,"1,796",2023
Florida,Biscayne NP,"571,242","150,830",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013",2023
Florida,Canaveral NS,"2,019,073","427,558",0,"5,130,698",0,0,0,0,0,"4,368",0,0,2023
Florida,Castillo de San Marcos NM,"646,703","40,418",0,"485,027",0,0,0,0,0,0,0,0,2023
Florida,De Soto NMEM,"231,892","31,885",0,"382,621",0,0,0,0,0,0,0,0,2023
Florida,Dry Tortugas NP,"84,285","52,402","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526",2023
Florida,Everglades NP,"810,189","414,315","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290,2023
Florida,Fort Caroline NMEM,"324,004","27,000",0,"324,004",0,0,0,0,0,0,0,0,2023
Florida,Fort Matanzas NM,"711,543","59,893",0,"718,727",0,0,0,0,0,0,0,0,2023
Florida,Gulf Islands NS,"5,104,192","1,190,919","12,336","14,291,029","6,168",0,0,"40,117","111,232",0,0,"3,966",2023
Florida,Timucuan EHP,"959,461","214,576",0,"2,574,921",0,0,0,0,0,0,0,0,2023
Georgia,Andersonville NHS,"77,740","12,956",0,"155,481",0,0,0,0,0,0,0,0,2023
Georgia,Chattahoochee River NRA,"3,183,081","1,061,026",0,"12,732,322",0,0,0,0,0,0,0,0,2023
Georgia,Chickamauga & Chattanooga NMP,"510,913","79,733","2,230,645","956,807","334,597",0,0,0,0,0,0,"2,463",2023
Georgia,Cumberland Island NS,"73,812","72,936",0,"875,232",0,0,0,"17,793",0,"4,012",0,0,2023
Georgia,Fort Frederica NM,"286,017","24,055","1,800","288,663",444,0,0,0,0,0,0,0,2023
Georgia,Fort Pulaski NM,"448,047","74,719","77,391","896,633","19,346",0,0,0,0,0,0,30,2023
Georgia,Jimmy Carter NHP,"40,981","4,089",0,"49,072",0,0,0,0,0,0,0,0,2023
Georgia,Kennesaw Mountain NBP,"1,499,217","220,903","34,946,763","2,650,837","5,591,482",0,0,0,0,0,0,0,2023
Georgia,"Martin Luther King, Jr. NHP","481,101","61,224",0,"734,692",0,0,0,0,0,0,0,0,2023
Georgia,Ocmulgee Mounds NHP,"180,928","22,615",0,"271,391",0,0,0,0,0,0,0,0,2023
Guam,War in the Pacific NHP,"415,533","35,264",333,"423,173",168,0,0,0,0,0,0,0,2023
Hawaii,Haleakala NP,"791,292","202,553","20,160","2,430,646","20,160",0,0,"23,448",0,"6,114",0,"5,774",2023
Hawaii,Hawaii Volcanoes NP,"1,620,294","855,284","1,878,799","10,263,418","620,005","34,788","6,401",958,5,"3,704",0,"64,618",2023
Hawaii,Kalaupapa NHP,"46,981","8,530",0,"102,369",0,0,0,0,0,0,0,0,2023
Hawaii,Kaloko Honokohau NHP,"292,400","52,898",0,"634,777",0,0,0,0,0,0,0,0,2023
Hawaii,Pearl Harbor NMEM,"1,692,719","423,179",0,"5,078,157",0,0,0,0,0,0,0,0,2023
Hawaii,Pu'uhonua o Honaunau NHP,"341,502","28,458",0,"341,502",0,0,0,0,0,0,0,0,2023
Hawaii,Pu'ukohola Heiau NHS,"23,197",966,"236,778","11,598","39,448",0,0,0,0,0,0,0,2023
Idaho,City of Rocks NRES,"92,059","26,850",0,"322,209",0,0,0,0,0,0,0,0,2023
Idaho,Craters of the Moon NM & PRES,"257,598","62,944",0,"755,333",0,0,0,"5,218","11,347",228,0,0,2023
Idaho,Hagerman Fossil Beds NM,"33,444","4,180",0,"50,166",0,0,0,0,0,0,0,0,2023
Idaho,Minidoka NHS,"9,059","1,072",0,"12,866",0,0,0,0,0,0,0,0,2023
Idaho,Nez Perce NHP,"377,392","24,437","1,800","293,249",180,0,0,0,0,0,0,0,2023
Illinois,Lincoln Home NHS,"158,920","11,772",93,"141,272",744,0,0,0,0,0,0,0,2023
Illinois,Pullman NHP,"29,218","1,217",0,"14,608",0,0,0,0,0,0,0,0,2023
Indiana,George Rogers Clark NHP,"145,597","16,258",0,"195,098",0,0,0,0,0,0,0,0,2023
Indiana,Indiana Dunes NP,"2,765,892","638,140","3,943","7,657,687","1,968",0,0,"24,360","12,540",0,0,0,2023
Indiana,Lincoln Boyhood NMEM,"128,973","12,091","16,200","145,097","2,700",0,0,0,0,0,0,0,2023
Iowa,Effigy Mounds NM,"61,795","12,873","1,200","154,485",204,0,0,0,0,0,0,0,2023
Iowa,Herbert Hoover NHS,"109,728","9,144","18,000","109,728","1,200",0,0,0,0,0,0,0,2023
Kansas,Brown v. Board of Education NHP,"18,826","3,137",0,"37,652",0,0,0,0,0,0,0,0,2023
Kansas,Fort Larned NHS,"26,113","4,352",0,"52,226",0,0,0,0,0,0,0,0,2023
Kansas,Fort Scott NHS,"25,493","3,186",552,"38,240",181,0,0,0,0,0,0,0,2023
Kansas,Nicodemus NHS,"7,492",624,0,"7,492",0,0,0,0,0,0,0,0,2023
Kansas,Tallgrass Prairie NPRES,"28,776","4,796",0,"57,552",0,0,0,0,0,0,0,0,2023
Kentucky,Abraham Lincoln Birthplace NHP,"239,950","19,995",0,"239,950",0,0,0,0,0,0,0,0,2023
Kentucky,Big South Fork NRRA,"314,059","189,463",0,"2,273,557",0,0,0,"3,220","10,743","3,711",0,0,2023
Kentucky,Camp Nelson NM,"16,397","1,025",0,"12,300",0,0,0,0,0,0,0,0,2023
Kentucky,Cumberland Gap NHP,"741,531","147,237","5,668,871","1,766,849","2,834,435",0,0,"6,183","18,530",774,0,"3,420",2023
Kentucky,Mammoth Cave NP,"654,450","431,857","110,436","5,182,291","55,217","15,434",0,"49,753","20,081","4,378",0,"8,644",2023
Kentucky,Mill Springs Battlefield NM,"9,150","1,651",0,"19,812",0,0,0,0,0,0,0,0,2023
Louisiana,Cane River Creole NHP,"11,701","1,950",0,"23,404",0,0,0,0,0,0,0,0,2023
Louisiana,Jean Lafitte NHP & PRES,"248,353","32,960","192,000","395,524","90,960",0,0,0,0,0,0,0,2023
Louisiana,New Orleans Jazz NHP,"40,357","5,284",0,"63,413",0,0,0,0,0,0,0,0,2023
Maine,Acadia NP,"3,879,890","2,150,368","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600",2023
Maine,Katahdin Woods and Waters NM,"38,455","13,715","12,028","164,590","6,017",0,0,517,0,217,0,0,2023
Maine,Saint Croix Island IHS,"12,432","1,295",0,"15,540",0,0,0,0,0,0,0,0,2023
Maryland,Antietam NB,"153,560","27,668",0,"332,024",0,0,0,0,0,0,0,356,2023
Maryland,Assateague Island NS,"776,118","553,890","1,188","6,646,685","1,188",0,0,"41,202","29,328",311,0,"2,584",2023
Maryland,Catoctin Mountain Park,"432,492","147,442","196,734","1,769,309","22,164",0,0,"9,059",313,776,0,"23,101",2023
Maryland,Chesapeake & Ohio Canal NHP,"3,397,651","604,078","9,024","7,248,942","9,024",0,0,"16,653","1,737",0,0,"14,771",2023
Maryland,Clara Barton NHS,"4,223",351,0,"4,223",0,0,0,0,0,0,0,0,2023
Maryland,Fort McHenry NM & HS,"429,967","53,745",720,"644,950",360,0,0,0,0,0,0,0,2023
Maryland,Fort Washington Park,"448,220","144,622",0,"1,735,468",0,0,0,0,0,0,0,0,2023
Maryland,Greenbelt Park,"91,785","24,945",0,"299,344",0,0,0,"2,194","2,442",0,0,"1,001",2023
Maryland,Hampton NHS,"14,612","1,826",600,"21,918",600,0,0,0,0,0,0,0,2023
Maryland,Harriet Tubman Underground Railroad NHP,"11,446",480,0,"5,762",0,0,0,0,0,0,0,0,2023
Maryland,Monocacy NB,"132,098","24,006",90,"288,072",250,0,0,0,0,0,0,0,2023
Maryland,National Capital Parks East,"125,293","17,760","26,199,300","213,129","18,759,077",0,0,0,0,0,0,0,2023
Maryland,Piscataway Park,"282,507","43,729",0,"524,754",0,0,0,0,0,0,0,0,2023
Maryland,Thomas Stone NHS,"5,757",239,0,"2,877",0,0,0,0,0,0,0,0,2023
Massachusetts,Adams NHP,"25,229","2,052",939,"24,624",468,0,0,0,0,0,0,0,2023
Massachusetts,Boston African American NHS,"389,863","64,977",0,"779,726",0,0,0,0,0,0,0,0,2023
Massachusetts,Boston Harbor Islands NRA,"27,986",583,0,"6,998",0,0,0,0,0,0,0,0,2023
Massachusetts,Boston NHP,"2,517,296","171,384","51,480","2,056,619","8,752",0,0,0,0,0,0,0,2023
Massachusetts,Cape Cod NS,"3,808,404","601,468","29,548","7,217,621","177,288",0,0,0,0,0,0,"7,690",2023
Massachusetts,Frederick Law Olmsted NHS,"11,904","1,984",0,"23,808",0,0,0,0,0,0,0,0,2023
Massachusetts,John F. Kennedy NHS,"8,182",340,0,"4,091",0,0,0,0,0,0,0,0,2023
Massachusetts,Longfellow House Washington's HQ NHS,"67,376","8,421",0,"101,063",0,0,0,0,0,0,0,0,2023
Massachusetts,Lowell NHP,"256,303","33,820",98,"405,851",147,0,0,0,0,0,0,0,2023
Massachusetts,Minute Man NHP,"1,001,333","125,166",0,"1,502,000",0,0,0,0,0,0,0,0,2023
Massachusetts,New Bedford Whaling NHP,"17,034",216,0,"2,593",0,0,0,0,0,0,0,0,2023
Massachusetts,Salem Maritime NHS,"544,747","23,440",0,"281,288",0,0,0,0,0,0,0,0,2023
Massachusetts,Saugus Iron Works NHS,"41,314","5,164","20,995","61,971","2,100",0,0,0,0,0,0,0,2023
Massachusetts,Springfield Armory NHS,"15,711","2,618",0,"31,423",0,0,0,0,0,0,0,0,2023
Michigan,Isle Royale NP,"28,965","127,075",94,"1,524,902","48,484","13,699",445,"6,166",0,"30,072","2,019","11,524",2023
Michigan,Keweenaw NHP,"29,221","3,622",796,"43,474",796,0,0,0,0,0,0,0,2023
Michigan,Pictured Rocks NL,"910,939","587,017","3,141","7,044,210","8,300",0,0,"18,665","10,546","30,104",0,0,2023
Michigan,River Raisin NBP,"252,796","42,132",0,"505,592",0,0,0,0,0,0,0,0,2023
Michigan,Sleeping Bear Dunes NL,"1,598,248","732,145",0,"8,785,747",0,0,0,"58,838","68,883","11,696",0,474,2023
Minnesota,Grand Portage NM,"88,291","15,544",0,"186,535",0,0,0,0,0,51,0,0,2023
Minnesota,Mississippi NRRA,"294,700","37,827",0,"453,928",0,0,0,0,0,0,0,0,2023
Minnesota,Pipestone NM,"83,189","17,330",0,"207,969",0,0,0,0,0,0,0,0,2023
Minnesota,Saint Croix NSR,"403,129","326,648",0,"3,919,787",0,0,0,0,0,"47,363",0,0,2023
Minnesota,Voyageurs NP,"220,825","78,729",0,"944,753",0,"3,911",0,0,0,"56,364",0,"17,474",2023
Mississippi,Gulf Islands NS,"3,173,668","996,945","270,768","11,963,347","43,323",0,0,"4,307","30,862",41,0,41,2023
Mississippi,Medgar and Myrlie Evers Home NM,"59,542","4,168",0,"50,020",0,0,0,0,0,0,0,0,2023
Mississippi,Natchez NHP,"61,179","14,389",0,"172,675",0,0,0,0,0,0,0,0,2023
Mississippi,Natchez Trace PKWY,"5,427,883","1,825,327","7,516,172","21,903,931","7,516,172",0,0,"3,405","5,688",0,0,0,2023
Mississippi,Vicksburg NMP,"342,984","63,218",0,"758,618",0,0,0,0,0,0,0,0,2023
Missouri,Gateway Arch NP,"2,422,836","444,186",0,"5,330,239",0,0,0,0,0,0,0,0,2023
Missouri,George Washington Carver NM,"37,282","4,038",0,"48,467",0,0,0,0,0,0,0,0,2023
Missouri,Harry S Truman NHS,"26,327","1,502",0,"18,027",0,0,0,0,0,0,0,0,2023
Missouri,Ozark NSR,"1,334,137","312,006",0,"3,744,075",0,0,0,"60,308","31,660","18,941",0,"19,078",2023
Missouri,Ulysses S. Grant NHS,"33,065","4,133",0,"49,598",0,0,0,0,0,0,0,0,2023
Missouri,Wilson's Creek NB,"316,770","52,795",0,"633,540",0,0,0,0,0,0,0,0,2023
Montana,Big Hole NB,"55,206","6,339",0,"76,069",0,0,0,0,0,0,0,0,2023
Montana,Bighorn Canyon NRA,"117,574","39,290","4,695","471,482","2,345",0,0,0,0,0,0,0,2023
Montana,Glacier NP,"2,933,616","2,728,321","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879",2023
Montana,Grant-Kohrs Ranch NHS,"27,219","2,790",0,"33,481",0,0,0,0,0,0,0,0,2023
Montana,Little Bighorn Battlefield NM,"227,295","18,944","2,095","227,331","1,049",0,0,0,0,0,0,0,2023
Montana,Yellowstone NP,"2,295,705","2,307,183","26,502","27,686,196","106,014",0,0,0,0,"5,739",0,0,2023
Nebraska,Agate Fossil Beds NM,"15,562","3,288",0,"39,457",0,0,0,0,0,0,0,0,2023
Nebraska,Homestead NHP,"49,848","6,769","344,948","81,229","55,191",0,0,0,0,0,0,0,2023
Nebraska,Niobrara NSR,"75,219","48,672",0,"584,069",0,0,0,0,0,0,0,0,2023
Nebraska,Scotts Bluff NM,"174,267","27,592",0,"331,108",0,0,0,0,0,0,0,0,2023
Nevada,Death Valley NP,43,20,0,242,0,0,0,0,0,0,0,0,2023
Nevada,Great Basin NP,"143,265","126,279","1,200","1,515,358",600,0,0,"25,844","20,262",453,0,"1,193",2023
Nevada,Lake Mead NRA,"4,348,908","2,678,024","151,609","32,136,293","909,662","2,630","108,469","44,192","56,245","14,625",0,"38,193",2023
Nevada,Tule Springs Fossil Beds NM,"60,134","7,516",0,"90,202",0,0,0,0,0,0,0,0,2023
New Hampshire,Saint-Gaudens NHP,"30,537","4,727",0,"56,729",0,0,0,0,0,0,0,0,2023
New Jersey,Delaware Water Gap NRA,"2,987,357","1,050,487","38,340","12,605,848","19,176",0,0,0,0,"11,740",0,"14,622",2023
New Jersey,Gateway NRA,"1,654,774","465,012","203,400","5,580,153","406,800",0,0,"5,469",0,0,0,219,2023
New Jersey,Morristown NHP,"240,144","55,278",0,"663,342",0,0,0,0,0,0,0,0,2023
New Jersey,Paterson Great Falls NHP,"279,788","54,011",0,"648,135",0,0,0,0,0,0,0,0,2023
New Jersey,Thomas Edison NHP,"33,483","3,212","16,390","38,551","2,459",0,0,0,0,0,0,0,2023
New Mexico,Aztec Ruins NM,"47,554","5,944",192,"71,331",192,0,0,0,0,0,0,0,2023
New Mexico,Bandelier NM,"199,501","80,651",840,"967,817",216,0,0,"4,287","8,305",467,0,"6,169",2023
New Mexico,Capulin Volcano NM,"88,514","10,114","1,542","121,373","1,542",0,0,0,0,0,0,0,2023
New Mexico,Carlsbad Caverns NP,"394,121","124,929",0,"1,499,159",0,0,0,0,0,0,0,0,2023
New Mexico,Chaco Culture NHP,"40,198","52,094","10,560","625,138","10,560",0,0,"9,302","7,782",0,0,795,2023
New Mexico,El Malpais NM,"167,107","55,702",720,"668,430",180,0,0,0,0,0,0,0,2023
