state,park,recreation_visitors,recreation_visitor_days,non_recreation_visitors,recreation_visitor_hours,non_recreation_visitor_hours,concessioner_lodging_overnights,concessioner_camping_overnights,tent_overnights,recreation_vehicle_overnights,back_country_overnights,non_recreation_overnights,misc_overnights,year
Arkansas,Buffalo NR,"1,471,330","816,036",0,"9,792,436",0,"2,687",0,"43,603","13,112","33,396",0,"9,536",2017
Arkansas,Fort Smith NHS,"141,914","10,567",0,"126,807",0,0,0,0,0,0,0,0,2017
Arkansas,Hot Springs NP,"1,561,616","116,796","2,455,528","1,401,560","491,105",0,0,"1,467","22,543",0,0,0,2017
Arkansas,Little Rock Central High School NHS,"170,413","14,201",0,"170,413",0,0,0,0,0,0,0,0,2017
Arkansas,Pea Ridge NMP,"121,163","20,193",0,"242,324",0,0,0,0,0,0,0,0,2017
Arkansas,President W.J. Clinton Birthplace Home NHS,"10,177",848,0,"10,177",0,0,0,0,0,0,0,0,2017
California,Cabrillo NM,"997,903","124,295","81,792","1,491,544","20,447",0,0,0,0,0,0,0,2017
California,Cesar E. Chavez NM,"15,472",644,0,"7,735",0,0,0,0,0,0,0,0,2017
California,Channel Islands NP,"383,687","327,739","11,449","3,932,871","274,776",0,0,0,0,"22,934","12,925","28,017",2017
California,Death Valley NP,"1,294,827","800,982","49,300","9,611,792","73,949","40,400","10,106","80,544","96,071",0,0,"2,246",2017
California,Devils Postpile NM,"109,571","31,958",0,"383,497",0,0,0,0,0,0,0,0,2017
California,Eugene O'Neill NHS,"3,931",543,87,"6,517",174,0,0,0,0,0,0,0,2017
California,Fort Point NHS,"1,532,541","75,412",0,"904,953",0,0,0,0,0,0,0,0,2017
California,Golden Gate NRA,"14,981,897","2,071,988",0,"24,863,862",0,"23,122",0,"3,473",0,835,0,"5,731",2017
California,John Muir NHS,"46,876","5,859",299,"70,314",75,0,0,0,0,0,0,0,2017
California,Joshua Tree NP,"2,853,619","1,530,169","10,688","18,362,028","10,688",0,0,"250,384","78,135","19,590",0,"72,201",2017
California,Kings Canyon NP,"692,932","1,923,967","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601",2017
California,Lassen Volcanic NP,"507,256","455,604",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614",2017
California,Lava Beds NM,"135,286","42,536",771,"510,433",381,0,0,"11,367","2,734",41,0,208,2017
California,Manzanar NHS,"114,461","14,307",0,"171,690",0,0,0,0,0,0,0,0,2017
California,Mojave NPRES,"716,604","359,659",0,"4,315,908",0,0,0,616,741,0,0,0,2017
California,Muir Woods NM,"1,062,099","117,981",0,"1,415,778",0,0,0,0,0,0,0,0,2017
California,Pinnacles NP,"233,334","69,687",0,"836,253",0,0,0,0,0,0,0,0,2017
California,Point Reyes NS,"2,456,669","1,042,886","25,788","12,514,637","25,788","11,053","3,026",0,0,"41,451",0,0,2017
California,Port Chicago Naval Magazine NMEM,"1,086",181,0,"2,172",0,0,0,0,0,0,0,0,2017
California,Redwood NP,"445,000","144,327",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230",2017
California,Rosie The Riveter WWII Home Front NHP,"60,927","15,231",0,"182,781",0,0,0,0,0,0,0,0,2017
California,San Francisco Maritime NHP,"4,493,519","351,461",0,"4,217,538",0,0,0,0,0,0,0,292,2017
California,Santa Monica Mountains NRA,"897,593","140,198","93,637","1,682,385","47,360",0,0,0,0,144,0,0,2017
California,Sequoia NP,"1,291,256","3,490,389","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292,2017
California,Whiskeytown NRA,"832,063","285,557","6,398","3,426,685","11,542",0,"21,752",0,"2,188","4,669",0,"26,560",2017
California,Yosemite NP,"4,336,890","5,938,712","163,654","71,264,549","4,281,972","826,725",0,"456,476","293,844","167,507",0,"26,166",2017
Colorado,Bent's Old Fort NHS,"26,397","3,849",0,"46,194",0,0,0,0,0,0,0,0,2017
Colorado,Black Canyon of the Gunnison NP,"307,143","145,546",0,"1,746,554",0,0,0,"18,795","12,257","1,708",0,0,2017
Colorado,Colorado NM,"375,035","107,745","350,601","1,292,944","175,302",0,0,"16,195","16,345",407,0,0,2017
Colorado,Curecanti NRA,"1,041,446","391,391",0,"4,696,697",0,0,0,"21,624","47,320",962,0,"1,433",2017
Colorado,Dinosaur NM,"233,735","107,175",540,"1,286,100",540,0,0,"5,630","1,175","23,456",0,"2,959",2017
Colorado,Florissant Fossil Beds NM,"71,763","7,358",0,"88,303",0,0,0,0,0,0,0,0,2017
Colorado,Great Sand Dunes NP & PRES,"486,935","192,361",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623",2017
Colorado,Hovenweep NM,"17,588","5,365",132,"64,384",24,0,0,0,0,0,0,0,2017
Colorado,Mesa Verde NP,"613,788","333,353","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279,2017
Colorado,Rocky Mountain NP,"4,437,215","2,538,724","8,750","30,464,697","26,250",0,0,"124,179","57,627","45,194",0,"13,088",2017
Colorado,Sand Creek Massacre NHS,"6,535","1,089",0,"13,070",0,0,0,0,0,0,0,0,2017
Connecticut,Weir Farm NHP,"38,096","5,889",0,"70,668",0,0,0,0,0,0,0,0,2017
District of Columbia,Belmont-Paul Women's Equality NM,"10,893",870,"2,576","10,446","1,288",0,0,0,0,0,0,0,2017
District of Columbia,Carter G. Woodson Home NHS,"1,884",100,0,"1,201",0,0,0,0,0,0,0,0,2017
District of Columbia,Chesapeake & Ohio Canal NHP,"1,166,297","205,698","2,856","2,468,384","2,856",0,0,0,0,0,0,0,2017
District of Columbia,Ford's Theatre NHS,"744,266","96,427","6,392","1,157,126","19,176",0,0,0,0,0,0,0,2017
District of Columbia,Franklin Delano Roosevelt MEM,"3,507,402","146,141",0,"1,753,702",0,0,0,0,0,0,0,0,2017
District of Columbia,Frederick Douglass NHS,"76,569","6,380",0,"76,569",0,0,0,0,0,0,0,0,2017
District of Columbia,Korean War Veterans MEM,"4,155,947","173,164",0,"2,077,973",0,0,0,0,0,0,0,0,2017
District of Columbia,Lincoln Memorial,"7,956,117","331,504",0,"3,978,059",0,0,0,0,0,0,0,0,2017
District of Columbia,"Martin Luther King, Jr. MEM","3,651,093","152,128",0,"1,825,547",0,0,0,0,0,0,0,0,2017
District of Columbia,Mary McLeod Bethune Council House NHS,277,46,0,554,0,0,0,0,0,0,0,0,2017
District of Columbia,National Capital Parks Central,"1,932,762","106,152",0,"1,273,831",0,0,0,0,0,0,0,0,2017
District of Columbia,National Capital Parks East,"1,229,528","176,830","6,505,214","2,121,963","2,516,702",0,0,0,0,0,0,0,2017
District of Columbia,Pennsylvania Avenue NHS,"108,716","2,989",0,"35,876",0,0,0,0,0,0,0,0,2017
District of Columbia,President's Park,"1,477,913","200,763",0,"2,409,167",0,0,0,0,0,0,0,0,2017
District of Columbia,Rock Creek Park,"2,483,788","243,852","12,385,128","2,926,225","6,192,562",0,0,0,0,0,0,0,2017
District of Columbia,Thomas Jefferson MEM,"3,366,571","140,273",0,"1,683,285",0,0,0,0,0,0,0,0,2017
District of Columbia,Vietnam Veterans MEM,"5,072,589","211,357",0,"2,536,291",0,0,0,0,0,0,0,0,2017
District of Columbia,Washington Monument,0,0,0,0,0,0,0,0,0,0,0,0,2017
District of Columbia,White House,"439,725","29,515",0,"354,189",0,0,0,0,0,0,0,0,2017
District of Columbia,World War II MEM,"4,876,842","203,201",0,"2,438,422",0,0,0,0,0,0,0,0,2017
Florida,Big Cypress NPRES,"922,883","258,862",0,"3,106,348",0,0,0,"2,128","8,814","2,532",0,0,2017
Florida,Biscayne NP,"446,961","127,472",0,"1,529,665",0,0,0,"2,452",0,0,0,"5,414",2017
Florida,Canaveral NS,"1,598,586","337,571",0,"4,050,858",0,0,0,0,0,"2,465",0,0,2017
Florida,Castillo de San Marcos NM,"876,975","54,810",0,"657,731",0,0,0,0,0,0,0,0,2017
Florida,De Soto NMEM,"233,354","32,086",0,"385,034",0,0,0,0,0,0,0,0,2017
Florida,Dry Tortugas NP,"54,281","56,364","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524",2017
Florida,Everglades NP,"1,018,557","309,902","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981",2017
Florida,Fort Caroline NMEM,"243,960","20,330",0,"243,960",0,0,0,0,0,0,0,0,2017
Florida,Fort Matanzas NM,"578,981","48,972",0,"587,667",0,0,0,0,0,0,0,0,2017
Florida,Gulf Islands NS,"3,104,613","773,101","11,308","9,277,218","5,654",0,0,"39,697","103,416",0,0,"5,227",2017
Florida,Timucuan EHP,"1,218,306","255,691",0,"3,068,292",0,0,0,0,0,0,0,0,2017
Georgia,Andersonville NHS,"132,149","22,024",0,"264,295",0,0,0,0,0,0,0,0,2017
Georgia,Chattahoochee River NRA,"2,768,499","922,833",0,"11,074,006",0,0,0,0,0,0,0,0,2017
Georgia,Chickamauga & Chattanooga NMP,"497,270","81,255","2,379,475","975,071","356,922",0,0,0,0,0,0,"2,489",2017
Georgia,Cumberland Island NS,"51,937","60,593",0,"727,121",0,0,0,"12,664",0,"6,253",0,0,2017
Georgia,Fort Frederica NM,"188,089","15,819","1,800","189,828",444,0,0,0,0,0,0,0,2017
Georgia,Fort Pulaski NM,"360,591","75,123","19,476","901,481","4,872",0,0,0,0,0,0,0,2017
Georgia,Jimmy Carter NHP,"60,735","5,859",0,"70,318",0,0,0,0,0,0,0,0,2017
Georgia,Kennesaw Mountain NBP,"2,593,725","333,011","25,235,265","3,996,142","4,037,641",0,0,0,0,0,0,0,2017
Georgia,"Martin Luther King, Jr. NHP","584,435","76,465",0,"917,583",0,0,0,0,0,0,0,0,2017
Georgia,Ocmulgee Mounds NHP,"156,907","19,613",0,"235,360",0,0,0,0,0,0,0,0,2017
Guam,War in the Pacific NHP,"384,610","32,229",258,"386,758",130,0,0,0,0,0,0,0,2017
Hawaii,Haleakala NP,"1,112,390","226,492","29,088","2,717,910","20,160",0,0,"7,191",0,"2,877",0,"4,840",2017
Hawaii,Hawaii Volcanoes NP,"2,016,702","1,045,297","1,856,243","12,543,575","612,561","34,673","7,807","1,536",53,"4,755",0,"89,472",2017
Hawaii,Kalaupapa NHP,"76,512","18,608",0,"223,296",0,0,0,0,0,0,0,0,2017
Hawaii,Kaloko Honokohau NHP,"196,857","37,175",0,"446,109",0,0,0,0,0,0,0,0,2017
Hawaii,Pearl Harbor NMEM,"1,947,495","486,873",0,"5,842,485",0,0,0,0,0,0,0,0,2017
Hawaii,Pu'uhonua o Honaunau NHP,"505,735","42,144",0,"505,735",0,0,0,0,0,0,0,0,2017
Hawaii,Pu'ukohola Heiau NHS,"147,259","6,135","133,304","73,630","22,209",0,0,0,0,0,0,0,2017
Idaho,City of Rocks NRES,"130,276","37,997",0,"455,966",0,0,0,0,0,0,0,0,2017
Idaho,Craters of the Moon NM & PRES,"285,227","69,444",0,"833,329",0,0,0,"8,414","8,510",347,0,"1,071",2017
Idaho,Hagerman Fossil Beds NM,"31,122","3,890",0,"46,680",0,0,0,0,0,0,0,0,2017
Idaho,Minidoka NHS,"9,923",909,0,"10,917",0,0,0,0,0,0,0,0,2017
Idaho,Nez Perce NHP,"238,424","18,695","1,800","224,348",180,0,0,0,0,0,0,0,2017
Illinois,Lincoln Home NHS,"232,265","17,152","6,482","205,831","53,648",0,0,0,0,0,0,0,2017
Indiana,George Rogers Clark NHP,"117,268","13,094",0,"157,139",0,0,0,0,0,0,0,0,2017
Indiana,Indiana Dunes NP,"2,158,471","483,025","5,253","5,796,301","2,627",0,0,"20,082","4,885",0,0,0,2017
Indiana,Lincoln Boyhood NMEM,"143,651","13,467","16,200","161,609","2,700",0,0,0,0,0,0,0,2017
Iowa,Effigy Mounds NM,"67,006","13,959","1,200","167,517",204,0,0,0,0,0,0,0,2017
Iowa,Herbert Hoover NHS,"144,619","12,051","18,000","144,619","1,200",0,0,0,0,0,0,0,2017
Kansas,Brown v. Board of Education NHP,"25,204","4,200",0,"50,408",0,0,0,0,0,0,0,0,2017
Kansas,Fort Larned NHS,"29,188","4,864",0,"58,376",0,0,0,0,0,0,0,0,2017
Kansas,Fort Scott NHS,"28,948","3,618",334,"43,423",110,0,0,0,0,0,0,0,2017
Kansas,Nicodemus NHS,"2,916",243,0,"2,916",0,0,0,0,0,0,0,0,2017
Kansas,Tallgrass Prairie NPRES,"30,773","5,128",0,"61,546",0,0,0,0,0,0,0,0,2017
Kentucky,Abraham Lincoln Birthplace NHP,"269,580","22,465",0,"269,580",0,0,0,0,0,0,0,0,2017
Kentucky,Big South Fork NRRA,"312,092","189,274",0,"2,271,299",0,"1,918",0,743,"8,704","4,774",0,0,2017
Kentucky,Cumberland Gap NHP,"685,919","115,491","7,267,945","1,385,897","5,169,966",0,0,"3,729","8,876","1,211",0,0,2017
Kentucky,Mammoth Cave NP,"587,853","291,437","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191",2017
Louisiana,Cane River Creole NHP,"30,117","5,019",0,"60,236",0,0,0,0,0,0,0,0,2017
Louisiana,Jean Lafitte NHP & PRES,"456,666","73,247","192,000","878,966","91,320",0,0,0,0,0,0,0,2017
Louisiana,New Orleans Jazz NHP,"40,814","7,507",0,"90,095",0,0,0,0,0,0,0,0,2017
Maine,Acadia NP,"3,509,271","2,001,197","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889",2017
Maine,Saint Croix Island IHS,"11,872","1,236",0,"14,839",0,0,0,0,0,0,0,0,2017
Maryland,Antietam NB,"366,508","63,664",0,"763,974",0,0,0,0,0,0,0,357,2017
Maryland,Assateague Island NS,"774,566","549,195","1,188","6,590,351","1,188",0,0,"41,941","22,832",540,0,"4,889",2017
Maryland,Catoctin Mountain Park,"236,243","94,929","188,970","1,139,156","22,422",0,0,"3,558",232,594,0,"21,946",2017
Maryland,Chesapeake & Ohio Canal NHP,"3,693,277","651,379","9,024","7,816,551","9,024",0,0,"23,669",531,0,0,"4,896",2017
Maryland,Clara Barton NHS,0,0,0,0,0,0,0,0,0,0,0,0,2017
Maryland,Fort McHenry NM & HS,"591,861","73,983",720,"887,796",360,0,0,0,0,0,0,0,2017
Maryland,Fort Washington Park,"317,470","101,425",0,"1,217,103",0,0,0,0,0,0,0,0,2017
Maryland,Greenbelt Park,"141,856","56,550",0,"678,600",0,0,0,"10,331","8,468",0,0,538,2017
Maryland,Hampton NHS,"32,327","4,040",600,"48,490",600,0,0,0,0,0,0,0,2017
Maryland,Monocacy NB,"113,820","14,227",0,"170,730",0,0,0,0,0,0,0,0,2017
Maryland,National Capital Parks East,"136,616","19,647","26,004,391","235,773","18,612,895",0,0,0,0,0,0,0,2017
Maryland,Piscataway Park,"154,011","23,733",0,"284,802",0,0,0,0,0,0,0,0,2017
Maryland,Thomas Stone NHS,"10,250",427,0,"5,126",0,0,0,0,0,0,0,0,2017
Massachusetts,Adams NHP,"255,562","21,203","1,036","254,438",517,0,0,0,0,0,0,0,2017
Massachusetts,Boston African American NHS,"413,151","68,858",0,"826,302",0,0,0,0,0,0,0,0,2017
Massachusetts,Boston NHP,"3,425,606","218,444","64,620","2,621,338","10,987",0,0,0,0,0,0,0,2017
Massachusetts,Cape Cod NS,"4,125,418","688,856","29,548","8,266,273","177,288","3,532",0,0,0,0,0,"11,391",2017
Massachusetts,Frederick Law Olmsted NHS,"11,388","1,898",4,"22,776",5,0,0,0,0,0,0,0,2017
Massachusetts,John F. Kennedy NHS,"30,399","1,266",0,"15,199",0,0,0,0,0,0,0,0,2017
Massachusetts,Longfellow House Washington's HQ NHS,"51,606","6,450",0,"77,411",0,0,0,0,0,0,0,0,2017
Massachusetts,Lowell NHP,"562,498","70,624","2,465","847,488","3,698",0,0,0,0,0,0,0,2017
Massachusetts,Minute Man NHP,"1,023,921","127,990",0,"1,535,882",0,0,0,0,0,0,0,0,2017
Massachusetts,New Bedford Whaling NHP,"166,894","7,336",0,"88,042",0,0,0,0,0,0,0,0,2017
Massachusetts,Salem Maritime NHS,"373,630","20,936",0,"251,237",0,0,0,0,0,0,0,0,2017
Massachusetts,Saugus Iron Works NHS,"12,256","1,531","45,625","18,383","4,566",0,0,0,0,0,0,0,2017
Massachusetts,Springfield Armory NHS,"25,109","4,184",0,"50,217",0,0,0,0,0,0,0,0,2017
Michigan,Isle Royale NP,"28,196","103,291",133,"1,239,498","10,348","11,372",185,"3,850",0,"21,693",423,"12,538",2017
Michigan,Keweenaw NHP,"16,479","2,902","1,543","34,835","1,543",0,0,0,0,0,0,0,2017
Michigan,Pictured Rocks NL,"781,190","332,869","1,850","3,994,428",554,0,0,"16,669","6,217","25,429",0,0,2017
Michigan,River Raisin NBP,"238,813","39,801","11,976","477,621","1,198",0,0,0,0,0,0,0,2017
Michigan,Sleeping Bear Dunes NL,"1,678,126","752,142",0,"9,025,713",0,0,0,"59,388","56,224","25,033",0,0,2017
Minnesota,Grand Portage NM,"96,051","17,435",0,"209,226",0,0,0,0,0,53,0,0,2017
Minnesota,Mississippi NRRA,"436,734","60,723",0,"728,684",0,0,0,0,0,0,0,0,2017
Minnesota,Pipestone NM,"76,486","15,934",0,"191,218",0,0,0,0,0,0,0,0,2017
Minnesota,Saint Croix NSR,"386,240","289,605",0,"3,475,265",0,0,0,0,0,"40,868",0,0,2017
Minnesota,Voyageurs NP,"237,250","103,641",0,"1,243,694",0,"3,822",0,0,0,"53,539",0,"27,280",2017
Mississippi,Gulf Islands NS,"848,328","241,601","76,275","2,899,216","12,204",0,0,"1,822","12,207",360,0,18,2017
Mississippi,Natchez NHP,"233,339","39,651",0,"475,822",0,0,0,0,0,0,0,0,2017
Mississippi,Natchez Trace PKWY,"5,060,852","1,698,969","7,005,845","20,387,629","7,005,845",0,0,"3,312","5,841",0,0,0,2017
Mississippi,Vicksburg NMP,"475,074","87,115",0,"1,045,385",0,0,0,0,0,0,0,0,2017
Missouri,Gateway Arch NP,"1,398,188","466,062",0,"5,592,754",0,0,0,0,0,0,0,0,2017
Missouri,George Washington Carver NM,"46,466","5,033",0,"60,405",0,0,0,0,0,0,0,0,2017
Missouri,Harry S Truman NHS,"45,435","2,744",0,"32,938",0,0,0,0,0,0,0,0,2017
Missouri,Ozark NSR,"1,165,296","229,613",0,"2,755,365",0,46,0,"44,128","12,272","7,663",0,"21,133",2017
Missouri,Ulysses S. Grant NHS,"59,761","7,470",0,"89,642",0,0,0,0,0,0,0,0,2017
Missouri,Wilson's Creek NB,"206,346","34,391",0,"412,699",0,0,0,0,0,0,0,0,2017
Montana,Big Hole NB,"36,717","4,482",0,"53,785",0,0,0,0,0,0,0,0,2017
Montana,Bighorn Canyon NRA,"125,189","39,838","4,695","478,059","2,345",0,0,"1,008","2,346",0,0,0,2017
Montana,Glacier NP,"3,305,512","2,989,321","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880,2017
Montana,Grant-Kohrs Ranch NHS,"24,072","2,467",0,"29,610",0,0,0,0,0,0,0,0,2017
Montana,Little Bighorn Battlefield NM,"296,128","24,677","2,580","296,128","1,288",0,0,0,0,0,0,0,2017
Montana,Yellowstone NP,"2,099,429","2,112,441","29,505","25,349,295","137,692",0,0,0,0,"6,507",0,0,2017
Nebraska,Agate Fossil Beds NM,"32,038","5,474",0,"65,694",0,0,0,0,0,0,0,0,2017
Nebraska,Homestead NHP,"123,400","18,550","423,673","222,603","67,788",0,0,0,0,0,0,0,2017
Nebraska,Niobrara NSR,"80,806","52,430",0,"629,165",0,0,0,0,0,0,0,0,2017
Nebraska,Scotts Bluff NM,"152,560","24,155",0,"289,865",0,0,0,0,0,0,0,0,2017
Nevada,Great Basin NP,"168,028","120,018",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311,2017
Nevada,Lake Mead NRA,"5,911,755","3,764,393","234,026","45,172,722","1,404,151","20,289","82,135","67,393","85,775","70,792",0,"39,517",2017
New Hampshire,Saint-Gaudens NHP,"37,556","6,123",0,"73,486",0,0,0,0,0,0,0,0,2017
New Jersey,Delaware Water Gap NRA,"2,414,669","864,785","38,340","10,377,424","19,176",0,0,0,0,"15,335",0,"15,450",2017
New Jersey,Gateway NRA,"1,925,378","573,123","203,400","6,877,479","406,800",0,0,"7,824",0,0,0,350,2017
New Jersey,Morristown NHP,"268,295","63,579",0,"762,953",0,0,0,0,0,0,0,0,2017
New Jersey,Paterson Great Falls NHP,"308,199","65,337",0,"784,054",0,0,0,0,0,0,0,0,2017
New Jersey,Thomas Edison NHP,"59,323","6,453",0,"77,442",0,0,0,0,0,0,0,0,2017
New Mexico,Aztec Ruins NM,"52,756","6,594","1,835","79,135","1,835",0,0,0,0,0,0,0,2017
New Mexico,Bandelier NM,"209,141","78,344",840,"940,135",120,0,0,"5,358","5,500",638,0,"5,261",2017
New Mexico,Capulin Volcano NM,"59,615","6,892",350,"82,705",350,0,0,0,0,0,0,0,2017
New Mexico,Carlsbad Caverns NP,"520,026","166,330",0,"1,995,967",0,0,0,0,0,202,0,0,2017
New Mexico,Chaco Culture NHP,"55,334","75,770","10,560","909,248","10,560",0,0,"14,591","10,101",0,0,"1,762",2017
New Mexico,El Malpais NM,"161,526","53,841",720,"646,101",180,0,0,0,0,0,0,0,2017
New Mexico,El Morro NM,"59,013","16,799","12,343","201,594","4,074",0,0,"2,699","1,700",0,0,0,2017
New Mexico,Fort Union NM,"11,676","1,148",240,"13,777",24,0,0,0,0,0,0,0,2017
New Mexico,Gila Cliff Dwellings NM,"78,872","9,859",0,"118,308",0,0,0,0,0,0,0,0,2017
New Mexico,Manhattan Project NHP,"7,021",292,48,"3,510",192,0,0,0,0,0,0,0,2017
New Mexico,Pecos NHP,"40,650","4,309",0,"51,715",0,0,0,0,0,0,0,0,2017
New Mexico,Petroglyph NM,"141,803","23,633",0,"283,607",0,0,0,0,0,0,0,0,2017
New Mexico,Salinas Pueblo Missions NM,"35,148","5,681",0,"68,178",0,0,0,0,0,0,0,0,2017
New Mexico,White Sands NP,"612,468","129,159",0,"1,549,914",0,0,0,0,0,"5,259",0,0,2017
New York,African Burial Ground NM,"43,182","2,711",0,"32,539",0,0,0,0,0,0,0,0,2017
New York,Castle Clinton NM,"4,737,113","198,129",732,"2,377,555",320,0,0,0,0,0,0,0,2017
New York,Eleanor Roosevelt NHS,"67,621","8,452",0,"101,433",0,0,0,0,0,0,0,0,2017
New York,Federal Hall NMEM,"325,497","20,592","3,002","247,106","2,324",0,0,0,0,0,0,0,2017
New York,Fire Island NS,"456,392","110,959","225,126","1,331,510","675,378",0,0,0,0,"3,147",0,"8,388",2017
