state,park,recreation_visitors,recreation_visitor_days,non_recreation_visitors,recreation_visitor_hours,non_recreation_visitor_hours,concessioner_lodging_overnights,concessioner_camping_overnights,tent_overnights,recreation_vehicle_overnights,back_country_overnights,non_recreation_overnights,misc_overnights,year
California,Cabrillo NM,"768,076","95,776","81,792","1,149,321","20,447",0,0,0,0,0,0,0,2022
California,Cesar E. Chavez NM,"11,585",482,0,"5,793",0,0,0,0,0,0,0,0,2022
California,Channel Islands NP,"323,245","385,415","14,192","4,624,988","340,570",0,0,0,0,"28,210","9,010","45,077",2022
California,Death Valley NP,"1,108,558","712,159","44,315","8,545,917","66,470","23,067","2,862","81,453","95,799","3,283",0,471,2022
California,Devils Postpile NM,"144,453","42,132",0,"505,589",0,0,0,0,0,0,0,0,2022
California,Eugene O'Neill NHS,"18,754","1,258",0,"15,107",0,0,0,0,0,0,0,0,2022
California,Fort Point NHS,"955,454","44,893",0,"538,717",0,0,0,0,0,0,0,0,2022
California,Golden Gate NRA,"15,638,911","3,431,378",0,"41,176,537",0,"65,130",0,"5,393",0,"1,610",0,"9,262",2022
California,John Muir NHS,"38,878","4,859",0,"58,316",0,0,0,0,0,0,0,0,2022
California,Joshua Tree NP,"3,058,294","1,532,267","11,329","18,387,207","11,329",0,0,"211,452","97,494","12,591",0,"74,494",2022
California,Kings Canyon NP,"640,986","1,775,662","27,247","21,307,944","108,988","35,167",0,"111,236","34,940","13,798",0,"1,934",2022
California,Lassen Volcanic NP,"446,291","403,752",0,"4,845,030",0,0,0,"60,426","29,355",903,0,"12,520",2022
California,Lava Beds NM,"130,969","35,019",771,"420,230",381,0,0,"4,408","3,312",0,0,14,2022
California,Manzanar NHS,"116,843","14,605",0,"175,264",0,0,0,0,0,0,0,0,2022
California,Mojave NPRES,"773,463","390,047",0,"4,680,567",0,0,0,"1,382","1,308",0,0,626,2022
California,Muir Woods NM,"798,625","88,713",0,"1,064,567",0,0,0,0,0,0,0,0,2022
California,Pinnacles NP,"275,023","140,581",0,"1,686,973",0,0,"31,930",0,0,0,0,0,2022
California,Point Reyes NS,"2,336,202","936,334","25,788","11,236,008","25,788","4,576",973,0,0,"60,648",0,0,2022
California,Port Chicago Naval Magazine NMEM,"1,129",188,0,"2,258",0,0,0,0,0,0,0,0,2022
California,Redwood NP,"458,400","165,199","10,824","1,982,388","2,724",0,0,"4,747",0,"12,582",0,"4,999",2022
California,Rosie The Riveter WWII Home Front NHP,"37,359","9,339",0,"112,077",0,0,0,0,0,0,0,0,2022
California,San Francisco Maritime NHP,"3,034,750","253,835",0,"3,046,030",0,0,0,0,0,0,0,677,2022
California,Santa Monica Mountains NRA,"795,217","122,861","94,346","1,474,343","47,715",0,0,0,0,0,0,0,2022
California,Sequoia NP,"1,153,198","3,060,766","12,936","36,729,198","51,744","40,016",0,"102,700","50,295","31,562",0,0,2022
California,Whiskeytown NRA,"1,505,134","364,944","6,044","4,379,338","11,362",0,"12,576","7,066","1,795",0,0,"7,778",2022
California,Yosemite NP,"3,667,550","4,747,027","144,769","56,964,329","3,708,989","644,508",0,"349,888","220,100","142,457",0,"22,568",2022
Colorado,Bent's Old Fort NHS,"26,057","3,799",0,"45,598",0,0,0,0,0,0,0,0,2022
Colorado,Black Canyon of the Gunnison NP,"297,257","140,624",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0,2022
Colorado,Colorado NM,"480,442","133,266","364,961","1,599,199","182,481",0,0,"20,068","18,004",112,0,0,2022
Colorado,Curecanti NRA,"992,749","336,355",0,"4,036,269",0,0,0,"13,028","32,584",463,0,340,2022
Colorado,Dinosaur NM,"259,753","127,557",0,"1,530,693",0,0,0,"4,760","1,349","27,311",0,"5,504",2022
Colorado,Florissant Fossil Beds NM,"67,174","6,793",0,"81,516",0,0,0,0,0,0,0,0,2022
Colorado,Great Sand Dunes NP & PRES,"493,428","239,008",470,"2,868,107",470,0,0,"31,799","25,137","10,274",0,"8,279",2022
Colorado,Hovenweep NM,"12,515","3,650",132,"43,809",24,0,0,0,0,0,0,0,2022
Colorado,Mesa Verde NP,"499,790","293,398","10,650","3,520,779","10,650","19,088",0,"21,920","29,520",0,0,123,2022
Colorado,Rocky Mountain NP,"4,300,424","2,418,351","8,750","29,020,215","26,250",0,0,"110,586","55,326","34,645",0,548,2022
Colorado,Sand Creek Massacre NHS,"4,772",795,0,"9,543",0,0,0,0,0,0,0,0,2022
Connecticut,Weir Farm NHP,"37,977","5,820",0,"69,848",0,0,0,0,0,0,0,0,2022
District of Columbia,Belmont-Paul Women's Equality NM,0,0,0,0,0,0,0,0,0,0,0,0,2022
District of Columbia,Carter G. Woodson Home NHS,0,0,0,0,0,0,0,0,0,0,0,0,2022
District of Columbia,Chesapeake & Ohio Canal NHP,"1,028,684","183,063","2,856","2,196,767","2,856",0,0,0,0,0,0,0,2022
District of Columbia,Dwight D. Eisenhower MEM,"760,603","31,691",0,"380,303",0,0,0,0,0,0,0,0,2022
District of Columbia,Ford's Theatre NHS,"319,596","32,423","4,533","389,079","13,599",0,0,0,0,0,0,0,2022
District of Columbia,Franklin Delano Roosevelt MEM,"3,291,313","137,138",0,"1,645,656",0,0,0,0,0,0,0,0,2022
District of Columbia,Frederick Douglass NHS,211,17,0,211,0,0,0,0,0,0,0,0,2022
District of Columbia,Korean War Veterans MEM,"4,010,009","167,083",0,"2,005,004",0,0,0,0,0,0,0,0,2022
District of Columbia,Lincoln Memorial,"7,825,397","326,058",0,"3,912,699",0,0,0,0,0,0,0,0,2022
District of Columbia,"Martin Luther King, Jr. MEM","3,321,897","138,412",0,"1,660,951",0,0,0,0,0,0,0,0,2022
District of Columbia,Mary McLeod Bethune Council House NHS,"1,995",332,0,"3,990",0,0,0,0,0,0,0,0,2022
District of Columbia,National Capital Parks Central,"920,643","75,518",0,"906,219",0,0,0,0,0,0,0,0,2022
District of Columbia,National Capital Parks East,"1,141,085","162,089","6,321,141","1,945,076","2,470,684",0,0,0,0,0,0,0,2022
District of Columbia,Pennsylvania Avenue NHS,"56,928","1,565",0,"18,786",0,0,0,0,0,0,0,0,2022
District of Columbia,President's Park,"714,224","91,425",0,"1,097,104",0,0,0,0,0,0,0,0,2022
District of Columbia,Rock Creek Park,"2,026,156","217,285","12,419,553","2,607,428","6,209,774",0,0,0,0,0,0,0,2022
District of Columbia,Thomas Jefferson MEM,"2,975,148","123,964",0,"1,487,576",0,0,0,0,0,0,0,0,2022
District of Columbia,Vietnam Veterans MEM,"4,886,254","203,594",0,"2,443,128",0,0,0,0,0,0,0,0,2022
District of Columbia,Washington Monument,"260,317","21,693",0,"260,317",0,0,0,0,0,0,0,0,2022
District of Columbia,White House,"236,380","28,377",0,"340,532",0,0,0,0,0,0,0,0,2022
District of Columbia,World War I MEM,"848,634","35,359",0,"424,318",0,0,0,0,0,0,0,0,2022
District of Columbia,World War II MEM,"4,815,309","200,637",0,"2,407,651",0,0,0,0,0,0,0,0,2022
Florida,Big Cypress NPRES,"2,903,159","512,310",0,"6,147,723",0,0,0,"8,591","22,275",431,0,"1,454",2022
Florida,Biscayne NP,"701,023","181,410",0,"2,176,928",0,0,0,"2,267",0,0,0,810,2022
Florida,Canaveral NS,"2,122,075","447,693",0,"5,372,318",0,0,0,0,0,"2,874",0,0,2022
Florida,Castillo de San Marcos NM,"624,841","39,052",0,"468,630",0,0,0,0,0,0,0,0,2022
Florida,De Soto NMEM,"173,150","23,808",0,"285,697",0,0,0,0,0,0,0,0,2022
Florida,Dry Tortugas NP,"78,488","49,891","2,109","598,701","25,308",0,0,"5,324",0,0,"2,109","7,635",2022
Florida,Everglades NP,"1,155,193","504,487","6,000","6,053,850","27,000",0,"64,607",0,0,"12,305",0,27,2022
Florida,Fort Caroline NMEM,"329,363","27,446",0,"329,363",0,0,0,0,0,0,0,0,2022
Florida,Fort Matanzas NM,"698,895","59,501",0,"714,023",0,0,0,0,0,0,0,0,2022
Florida,Gulf Islands NS,"4,510,953","957,205","12,336","11,486,470","6,168",0,0,"40,605","103,399",0,0,"3,560",2022
Florida,Timucuan EHP,"1,102,223","229,442",0,"2,753,308",0,0,0,0,0,0,0,0,2022
Georgia,Andersonville NHS,"60,109","10,018",0,"120,218",0,0,0,0,0,0,0,0,2022
Georgia,Chattahoochee River NRA,"3,537,848","1,179,282",0,"14,151,389",0,0,0,0,0,0,0,0,2022
Georgia,Chickamauga & Chattanooga NMP,"482,136","77,993","2,286,091","935,925","342,915",0,0,0,0,0,0,"2,174",2022
Georgia,Cumberland Island NS,"64,387","71,058",0,"852,696",0,0,0,"17,849",0,"3,374",0,0,2022
Georgia,Fort Frederica NM,"245,214","20,623","1,800","247,483",444,0,0,0,0,0,0,0,2022
Georgia,Fort Pulaski NM,"471,077","78,512","74,522","942,154","18,631",0,0,0,0,0,0,0,2022
Georgia,Jimmy Carter NHP,"35,308","3,585",0,"43,030",0,0,0,0,0,0,0,0,2022
Georgia,Kennesaw Mountain NBP,"1,322,003","171,211","25,986,620","2,054,535","4,157,860",0,0,0,0,0,0,0,2022
Georgia,"Martin Luther King, Jr. NHP","242,789","30,693",0,"368,326",0,0,0,0,0,0,0,0,2022
Georgia,Ocmulgee Mounds NHP,"155,242","19,405",0,"232,865",0,0,0,0,0,0,0,0,2022
Guam,War in the Pacific NHP,"380,578","31,825",319,"381,902",159,0,0,0,0,0,0,0,2022
Hawaii,Haleakala NP,"1,087,616","243,231","20,160","2,918,775","20,160",0,0,"20,614",0,"5,604",0,"4,763",2022
Hawaii,Hawaii Volcanoes NP,"1,580,961","867,690","1,890,756","10,412,282","623,949","34,075","7,516",936,152,"4,864",0,"76,756",2022
Hawaii,Kalaupapa NHP,"38,771","6,955",0,"83,461",0,0,0,0,0,0,0,0,2022
Hawaii,Kaloko Honokohau NHP,"291,342","52,855",0,"634,260",0,0,0,0,0,0,0,0,2022
Hawaii,Pearl Harbor NMEM,"1,545,582","386,395",0,"4,636,746",0,0,0,0,0,0,0,0,2022
Hawaii,Pu'uhonua o Honaunau NHP,"311,441","25,953",0,"311,441",0,0,0,0,0,0,0,0,2022
Hawaii,Pu'ukohola Heiau NHS,"31,602","1,316","232,470","15,802","38,729",0,0,0,0,0,0,0,2022
Idaho,City of Rocks NRES,"83,996","24,498",0,"293,981",0,0,0,0,0,0,0,0,2022
Idaho,Craters of the Moon NM & PRES,"237,774","60,394",0,"724,731",0,0,0,"5,225","11,453",198,0,917,2022
Idaho,Hagerman Fossil Beds NM,"25,122","3,140",0,"37,685",0,0,0,0,0,0,0,0,2022
Idaho,Minidoka NHS,"4,971",527,0,"6,324",0,0,0,0,0,0,0,0,2022
Idaho,Nez Perce NHP,"344,517","23,024","1,800","276,292",180,0,0,0,0,0,0,0,2022
Illinois,Lincoln Home NHS,"145,144","10,728",12,"128,744",48,0,0,0,0,0,0,0,2022
Indiana,George Rogers Clark NHP,"123,229","13,760",0,"165,127",0,0,0,0,0,0,0,0,2022
Indiana,Indiana Dunes NP,"2,834,180","646,309","3,943","7,755,716","1,968",0,0,"22,460","11,039",0,0,0,2022
Indiana,Lincoln Boyhood NMEM,"105,819","9,920","16,200","119,046","2,700",0,0,0,0,0,0,0,2022
Iowa,Effigy Mounds NM,"56,422","11,754","1,200","141,054",204,0,0,0,0,0,0,0,2022
Iowa,Herbert Hoover NHS,"103,804","8,650","18,000","103,804","1,200",0,0,0,0,0,0,0,2022
Kansas,Brown v. Board of Education NHP,"15,564","2,594",0,"31,128",0,0,0,0,0,0,0,0,2022
Kansas,Fort Larned NHS,"26,219","4,369",0,"52,438",0,0,0,0,0,0,0,0,2022
Kansas,Fort Scott NHS,"26,854","3,356",244,"40,280",81,0,0,0,0,0,0,0,2022
Kansas,Nicodemus NHS,"5,307",442,0,"5,307",0,0,0,0,0,0,0,0,2022
Kansas,Tallgrass Prairie NPRES,"24,795","4,132",0,"49,590",0,0,0,0,0,0,0,0,2022
Kentucky,Abraham Lincoln Birthplace NHP,"265,707","22,142",0,"265,707",0,0,0,0,0,0,0,0,2022
Kentucky,Big South Fork NRRA,"327,067","196,407",0,"2,356,895",0,0,0,"3,333","10,303","3,939",0,0,2022
Kentucky,Camp Nelson NM,"16,217","1,013",0,"12,162",0,0,0,0,0,0,0,0,2022
Kentucky,Cumberland Gap NHP,"681,612","133,700","5,864,722","1,604,401","2,932,361",0,0,"6,271","16,483",861,0,"2,034",2022
Kentucky,Mammoth Cave NP,"663,147","421,263","133,350","5,055,162","66,675","14,941",0,"43,487","18,810","4,802",0,"7,323",2022
Louisiana,Cane River Creole NHP,"14,811","2,468",0,"29,617",0,0,0,0,0,0,0,0,2022
Louisiana,Jean Lafitte NHP & PRES,"269,748","48,922","192,000","587,072","91,320",0,0,0,0,0,0,0,2022
Louisiana,New Orleans Jazz NHP,"37,410","3,946",0,"47,358",0,0,0,0,0,0,0,0,2022
Maine,Acadia NP,"3,970,260","2,223,188","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490",2022
Maine,Katahdin Woods and Waters NM,"43,231","16,958","7,294","203,503","3,648",0,0,"1,457",128,481,0,0,2022
Maine,Saint Croix Island IHS,"12,139","1,264",0,"15,173",0,0,0,0,0,0,0,0,2022
Maryland,Antietam NB,"115,619","20,034",0,"240,414",0,0,0,0,0,0,0,321,2022
Maryland,Assateague Island NS,"772,289","547,248","1,188","6,566,987","1,188",0,0,"36,543","25,887",337,0,"2,466",2022
Maryland,Catoctin Mountain Park,"450,322","147,487","209,130","1,769,852","23,007",0,0,"8,954",213,746,0,"21,228",2022
Maryland,Chesapeake & Ohio Canal NHP,"3,257,501","579,702","9,024","6,956,426","9,024",0,0,"16,163","1,399",0,0,"14,706",2022
Maryland,Clara Barton NHS,673,56,0,673,0,0,0,0,0,0,0,0,2022
Maryland,Fort McHenry NM & HS,"223,957","27,994",720,"335,932",360,0,0,0,0,0,0,0,2022
Maryland,Fort Washington Park,"406,917","131,228",0,"1,574,736",0,0,0,0,0,0,0,0,2022
Maryland,Greenbelt Park,"60,800","13,852",0,"166,227",0,0,0,916,"1,420",0,0,176,2022
Maryland,Hampton NHS,"12,506","1,563",600,"18,758",600,0,0,0,0,0,0,0,2022
Maryland,Monocacy NB,"127,111","23,252",90,"279,025",250,0,0,0,0,0,0,0,2022
Maryland,National Capital Parks East,"126,785","18,010","26,199,300","216,120","18,759,077",0,0,0,0,0,0,0,2022
Maryland,Piscataway Park,"243,212","37,374",0,"448,491",0,0,0,0,0,0,0,0,2022
Maryland,Thomas Stone NHS,"4,821",200,0,"2,407",0,0,0,0,0,0,0,0,2022
Massachusetts,Adams NHP,"12,848","1,038",127,"12,460",63,0,0,0,0,0,0,0,2022
Massachusetts,Boston African American NHS,"390,765","65,127",0,"781,530",0,0,0,0,0,0,0,0,2022
Massachusetts,Boston Harbor Islands NRA,"29,241",609,0,"7,310",0,0,0,0,0,0,0,0,2022
Massachusetts,Boston NHP,"2,123,246","152,055","50,040","1,824,671","8,506",0,0,0,0,0,0,0,2022
Massachusetts,Cape Cod NS,"3,968,672","644,963","29,548","7,739,563","177,288",0,0,0,0,0,0,"8,146",2022
Massachusetts,Frederick Law Olmsted NHS,"14,148","2,358",0,"28,296",0,0,0,0,0,0,0,0,2022
Massachusetts,John F. Kennedy NHS,100,4,0,50,0,0,0,0,0,0,0,0,2022
Massachusetts,Longfellow House Washington's HQ NHS,"60,558","7,569",0,"90,836",0,0,0,0,0,0,0,0,2022
Massachusetts,Lowell NHP,"209,284","26,299",109,"315,591",163,0,0,0,0,0,0,0,2022
Massachusetts,Minute Man NHP,"960,343","120,042",0,"1,440,513",0,0,0,0,0,0,0,0,2022
Massachusetts,New Bedford Whaling NHP,"13,570",180,0,"2,164",0,0,0,0,0,0,0,0,2022
Massachusetts,Salem Maritime NHS,"392,836","16,798",0,"201,586",0,0,0,0,0,0,0,0,2022
Massachusetts,Saugus Iron Works NHS,"27,478","3,434","15,052","41,219","1,505",0,0,0,0,0,0,0,2022
Massachusetts,Springfield Armory NHS,"14,486","2,414",0,"28,977",0,0,0,0,0,0,0,0,2022
Michigan,Isle Royale NP,"25,454","117,000",122,"1,404,008","46,928","11,119",217,"6,201",0,"27,619","1,954","12,003",2022
Michigan,Keweenaw NHP,"15,255","2,329",948,"27,953",948,0,0,0,0,0,0,0,2022
Michigan,Pictured Rocks NL,"925,685","592,492","5,721","7,109,905","23,780",0,0,"17,641","14,219","28,117",0,0,2022
Michigan,River Raisin NBP,"241,998","40,333",0,"483,998",0,0,0,0,0,0,0,0,2022
Michigan,Sleeping Bear Dunes NL,"1,501,117","726,372",0,"8,716,470",0,0,0,"60,553","67,587","22,703",0,0,2022
Minnesota,Grand Portage NM,"93,108","16,501",0,"198,014",0,0,0,0,0,58,0,0,2022
Minnesota,Mississippi NRRA,"303,882","42,017",0,"504,210",0,0,0,0,0,0,0,0,2022
Minnesota,Pipestone NM,"78,036","16,257",0,"195,093",0,0,0,0,0,0,0,0,2022
Minnesota,Saint Croix NSR,"416,886","324,033",0,"3,888,406",0,0,0,0,0,"46,727",0,0,2022
Minnesota,Voyageurs NP,"221,434","87,415",0,"1,048,987",0,"2,891",0,0,0,"43,566",0,"21,761",2022
Mississippi,Gulf Islands NS,"1,174,203","511,423","98,655","6,137,087","15,784",0,0,"4,261","28,142",0,0,0,2022
Mississippi,Medgar and Myrlie Evers Home NM,"11,231","1,016",0,"12,202",0,0,0,0,0,0,0,0,2022
Mississippi,Natchez NHP,"64,691","13,631",0,"163,583",0,0,0,0,0,0,0,0,2022
Mississippi,Natchez Trace PKWY,"5,234,829","1,760,800","6,802,732","21,129,600","6,802,732",0,0,"3,342","5,580",0,0,0,2022
Mississippi,Vicksburg NMP,"410,487","76,080",0,"912,962",0,0,0,0,0,0,0,0,2022
Missouri,Gateway Arch NP,"1,618,774","538,329",0,"6,459,955",0,0,0,0,0,0,0,0,2022
Missouri,George Washington Carver NM,"29,725","3,220",0,"38,641",0,0,0,0,0,0,0,0,2022
Missouri,Harry S Truman NHS,"21,471","1,220",0,"14,643",0,0,0,0,0,0,0,0,2022
Missouri,Ozark NSR,"1,291,305","293,268",0,"3,519,220",0,0,0,"53,728","27,156","10,720",0,"28,906",2022
Missouri,Ulysses S. Grant NHS,"32,354","4,044",0,"48,531",0,0,0,0,0,0,0,0,2022
Missouri,Wilson's Creek NB,"282,914","47,152",0,"565,826",0,0,0,0,0,0,0,0,2022
Montana,Big Hole NB,"54,781","6,209",0,"74,509",0,0,0,0,0,0,0,0,2022
Montana,Bighorn Canyon NRA,"117,537","41,647","4,695","499,769","2,345",0,0,407,656,386,0,0,2022
Montana,Glacier NP,"2,908,458","2,608,052","13,835","31,296,627","114,065","110,380",0,"90,422","112,485","28,261",0,"6,788",2022
Montana,Grant-Kohrs Ranch NHS,"24,351","2,495",0,"29,951",0,0,0,0,0,0,0,0,2022
Montana,Little Bighorn Battlefield NM,"168,433","14,037","1,524","168,452",763,0,0,0,0,0,0,0,2022
Montana,Yellowstone NP,"1,678,023","1,688,450","24,866","20,261,408","99,472",0,0,0,0,"5,215",0,0,2022
Nebraska,Agate Fossil Beds NM,"16,357","3,837",0,"46,052",0,0,0,0,0,0,0,0,2022
Nebraska,Homestead NHP,"47,614","6,665","330,277","79,988","52,843",0,0,0,0,0,0,0,2022
Nebraska,Niobrara NSR,"80,071","51,579",0,"618,953",0,0,0,0,0,0,0,0,2022
Nebraska,Scotts Bluff NM,"174,651","27,652",0,"331,835",0,0,0,0,0,0,0,0,2022
Nevada,Death Valley NP,"20,309","9,476",0,"113,720",0,0,0,0,0,0,0,0,2022
Nevada,Great Basin NP,"142,115","130,797","1,200","1,569,574",600,0,0,"23,091","24,433",316,0,"2,021",2022
Nevada,Lake Mead NRA,"4,183,669","2,675,894","141,159","32,110,729","846,943","10,644","152,482","42,235","53,754","15,683",0,"41,956",2022
Nevada,Tule Springs Fossil Beds NM,"47,674","5,959",0,"71,511",0,0,0,0,0,0,0,0,2022
New Hampshire,Saint-Gaudens NHP,"25,513","4,024",0,"48,291",0,0,0,0,0,0,0,0,2022
New Jersey,Delaware Water Gap NRA,"3,109,961","1,083,641","38,340","13,003,697","19,176",0,0,0,0,"11,733",0,"10,294",2022
New Jersey,Gateway NRA,"1,715,457","497,770","204,120","5,973,240","408,240",0,0,"5,141",0,0,0,519,2022
New Jersey,Morristown NHP,"245,231","53,672",0,"644,067",0,0,0,0,0,0,0,0,2022
New Jersey,Paterson Great Falls NHP,"248,293","37,286",0,"447,440",0,0,0,0,0,0,0,0,2022
New Jersey,Thomas Edison NHP,"33,095","3,334","5,303","40,008",797,0,0,0,0,0,0,0,2022
New Mexico,Aztec Ruins NM,"50,396","6,299","1,533","75,594","1,533",0,0,0,0,0,0,0,2022
New Mexico,Bandelier NM,"210,941","73,649",840,"883,788",216,0,0,"2,315","6,623",334,0,"4,684",2022
New Mexico,Capulin Volcano NM,"88,541","10,109",365,"121,311",365,0,0,0,0,0,0,0,2022
New Mexico,Carlsbad Caverns NP,"390,932","123,606",0,"1,483,277",0,0,0,0,0,66,0,0,2022
New Mexico,Chaco Culture NHP,"41,594","59,238","10,560","710,863","10,560",0,0,"10,784","9,522",0,0,734,2022
New Mexico,El Malpais NM,"162,755","54,251",720,"651,019",180,0,0,0,0,0,0,0,2022
New Mexico,El Morro NM,"60,501","15,652","12,638","187,829","4,170",0,0,"1,398","2,118",0,0,0,2022
New Mexico,Fort Union NM,"7,557",743,220,"8,917",21,0,0,0,0,0,0,0,2022
New Mexico,Gila Cliff Dwellings NM,"43,608","5,451",0,"65,412",0,0,0,0,0,0,0,0,2022
New Mexico,Manhattan Project NHP,"9,616",430,0,"5,170",0,0,0,0,0,0,0,0,2022
New Mexico,Pecos NHP,"49,683","5,285",0,"63,429",0,0,0,0,0,0,0,0,2022
